Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
234,20,3.0,75.0,10650,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.060836501900244,3.032561505065123,3.066666581001408,3.011904761904762,3.026989619377163,3.0221311475409838,3.017906336088154,5,6,1976,1976,3.0306748466257667,3.0285913528591353,3.0675675675020906,3.067632849947605,3.0493119266055047,0.0,3.15121412803532,3.0054602184087362,3.085173501577287,3.163328197226502,2.9394537207412452,2.9592760182291493,3.2557316530868166,182,3.0651043318013587,712,0,894,3.022408963585434,3.119158878504673,3.0205128205128204,3.0134932533733134,894,0,0,894,1,0,1,0,3,1,3.1496598639455784,5,3.013235294117647,0,3.0434782608695654,2.964367816091954,1976.0,3.1669421487603304,1,308,2.9969488939740656,3.0075414781297134,3.0082089552238807,365,0,0,0,0,0,3.0289057123193395,3.133757843936987,3.0291607396870557,0,2,2010,3.069455406471981,3.0734557595993324,128200
235,60,3.0,,7851,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,3.000078590652087,3.011904761904762,3.026989619377163,3.0221311475409838,2.9168539325842695,6,5,2002,2002,3.0306748466257667,3.0285913528591353,2.955339805825243,2.9543650793650795,3.0493119266055047,,2.8258196721311477,3.0054602184087362,2.8778979907264297,2.883495145631068,3.026697177726926,3.0440713536201467,2.911483253588517,625,3.019904458598726,0,235,860,3.022408963585434,2.9271255060728745,3.0205128205128204,3.0134932533733134,860,1100,0,1960,1,0,2,1,4,1,2.8839590443686007,8,3.013235294117647,2,3.0000000000000053,2.977330016643784,2002.0,2.9460227272727275,2,440,2.9969488939740656,3.0075414781297134,3.0082089552238807,288,48,0,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,5,2010,3.069455406471981,3.0734557595993324,216500
236,160,3.9999999975549225,21.0,1680,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,3.41853486161681,3.011904761904762,3.026989619377163,2.9912311753016607,2.9168539325842695,6,3,1971,1971,3.0306748466257667,3.0285913528591353,3.0675675675020906,3.067632849947605,3.0247191011235954,604.0,3.15121412803532,3.0054602184087362,3.085173501577287,3.163328197226502,3.026697177726926,3.0440713536201467,3.090909090781007,358,3.019904458598726,0,125,483,3.022408963585434,3.119158878504673,3.0205128205128204,3.0134932533733134,483,504,0,987,0,0,1,1,2,1,3.1496598639455784,5,3.013235294117647,0,3.0434782608695654,3.1627906976744184,1971.0,3.1669421487603304,1,264,2.9969488939740656,3.0075414781297134,3.0082089552238807,0,0,0,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,8,2008,3.069455406471981,3.0734557595993324,89500
237,20,3.0,65.0,8773,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,2.9818748251923597,3.032561505065123,3.066666581001408,3.011904761904762,3.026989619377163,3.0221311475409838,3.017906336088154,7,5,2004,2004,3.0306748466257667,3.0285913528591353,2.955339805825243,2.9543650793650795,3.0247191011235954,98.0,2.8258196721311477,3.0054602184087362,2.8778979907264297,2.883495145631068,3.026697177726926,2.9592760182291493,2.911483253588517,24,3.019904458598726,0,1390,1414,3.022408963585434,2.9271255060728745,3.0205128205128204,3.0134932533733134,1414,0,0,1414,0,0,2,0,3,1,2.8839590443686007,6,3.013235294117647,0,3.0434782608695654,2.964367816091954,2004.0,2.8696682464454977,2,494,2.9969488939740656,3.0075414781297134,3.0082089552238807,132,105,0,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,5,2010,3.069455406471981,3.0734557595993324,185500
238,60,3.0,,9453,3.03232462173315,3.040175310445581,2.981404958677686,3.0297482837528604,3.0287868403015765,2.978753974930345,3.032561505065123,2.9175063676511237,3.0246864762151913,3.026989619377163,3.0221311475409838,2.9168539325842695,7,7,1993,2003,3.0306748466257667,3.0285913528591353,3.0675675675020906,3.067632849947605,3.0493119266055047,0.0,2.8258196721311477,3.0054602184087362,2.8778979907264297,2.883495145631068,3.026697177726926,3.0440713536201467,3.040540508036903,402,3.019904458598726,0,594,996,3.022408963585434,2.9271255060728745,3.0205128205128204,3.0134932533733134,1014,730,0,1744,0,0,2,1,3,1,2.8839590443686007,7,3.013235294117647,0,3.0434782608695654,2.964367816091954,1993.0,2.8696682464454977,2,457,2.9969488939740656,3.0075414781297134,3.0082089552238807,370,70,0,238,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,2,2010,3.069455406471981,3.0734557595993324,194500
239,20,3.0,93.0,12030,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,3.013039636614155,3.011904761904762,3.026989619377163,3.0221311475409838,3.017906336088154,8,5,2007,2007,3.020979020979043,3.0285913528591353,2.955339805825243,2.9543650793650795,3.0247191011235954,254.0,2.9272163561607116,3.0054602184087362,2.8778979907264297,2.9173599484580173,3.026697177726926,3.0440713536201467,3.072093023255814,0,3.019904458598726,0,1694,1694,3.022408963585434,2.9271255060728745,3.0205128205128204,3.0134932533733134,1694,0,0,1694,0,0,2,0,3,1,2.8839590443686007,7,3.013235294117647,0,3.0434782608695654,2.964367816091954,2007.0,2.9460227272727275,3,818,2.9969488939740656,3.0075414781297134,3.0082089552238807,168,228,0,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,12,2007,2.6639479866730786,2.680009603543778,318000
240,50,3.0,52.0,8741,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,3.0599895260507197,3.011904761904762,3.026989619377163,3.0221311475409838,3.2727269030930493,6,4,1945,1950,3.0306748466257667,3.0285913528591353,2.955339805825243,2.9543650793650795,3.0493119266055047,0.0,3.15121412803532,3.0054602184087362,3.085173501577287,3.163328197226502,3.145937615835967,3.0440713536201467,3.2557316530868166,94,3.019904458598726,0,641,735,3.022408963585434,3.119158878504673,3.0205128205128204,3.1488627614223565,798,689,0,1487,0,0,1,1,3,1,3.1496598639455784,7,3.013235294117647,1,3.0236842105263158,3.1627906976744184,1949.0,3.1669421487603304,1,220,2.9969488939740656,3.0075414781297134,3.0082089552238807,0,140,0,0,0,0,3.0289057123193395,3.133757843936987,3.0291607396870557,0,4,2010,3.069455406471981,3.0734557595993324,113000
241,20,1.0222899479943952,75.0,9000,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,1.4904647504034116,3.011904761904762,3.026989619377163,3.0221311475409838,3.017906336088154,8,5,2008,2008,3.0306748466257667,3.0285913528591353,2.955339805825243,2.9543650793650795,2.8984401586053608,36.0,2.8258196721311477,3.0054602184087362,2.8778979907264297,2.883495145631068,3.026697177726926,2.9592760182291493,2.911483253588517,1078,3.019904458598726,0,488,1566,3.022408963585434,2.9271255060728745,3.0205128205128204,3.0134932533733134,1566,0,0,1566,1,0,2,0,3,1,2.8839590443686007,7,3.013235294117647,0,3.0434782608695654,2.964367816091954,2008.0,2.8696682464454977,2,750,2.9969488939740656,3.0075414781297134,3.0082089552238807,144,168,0,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,4,2010,3.069455406471981,3.0734557595993324,262500
242,30,3.9999999975549225,40.0,3880,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,3.8140874947239753,3.011904761904762,3.026989619377163,3.0221311475409838,3.017906336088154,5,9,1945,1997,3.0306748466257667,3.0285913528591353,2.955339805825243,2.9543650793650795,3.0493119266055047,0.0,3.15121412803532,3.2123281481527157,3.085173501577287,3.163328197226502,3.026697177726926,3.0440713536201467,3.090909090781007,329,3.019904458598726,0,357,686,3.022408963585434,3.120331950184358,3.0205128205128204,3.0134932533733134,866,0,0,866,0,0,1,0,2,1,2.8839590443686007,4,3.013235294117647,0,3.0434782608695654,3.184835145256667,,3.184835145256667,0,0,3.184835145256667,3.184835145256667,3.0082089552238807,58,42,0,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,8,2007,3.069455406471981,3.0734557595993324,110500
243,50,3.9999999975549225,63.0,5000,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.060836501900244,3.032561505065123,3.8140874947239753,3.011904761904762,3.026989619377163,3.0221311475409838,3.2727269030930493,5,4,1900,1950,3.0306748466257667,3.0285913528591353,3.218446600356333,3.218274107779181,3.0493119266055047,0.0,3.15121412803532,3.0054602184087362,3.445204075220309,3.163328197226502,3.026697177726926,3.0440713536201467,3.072093023255814,0,3.019904458598726,0,540,540,3.022408963585434,3.120331950184358,3.147302860788916,3.1488627614223565,889,551,0,1440,0,0,1,0,3,1,3.1496598639455784,6,3.013235294117647,0,3.0434782608695654,2.964367816091954,1940.0,3.1669421487603304,1,352,3.4729869636860125,3.0075414781297134,3.0082089552238807,0,0,77,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,4,2006,3.069455406471981,3.0734557595993324,79000
244,160,3.0,75.0,10762,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.060836501900244,3.032561505065123,2.9175063676511237,3.011904761904762,3.026989619377163,2.9912311753016607,2.9168539325842695,6,6,1980,1980,3.0306748466257667,3.0285913528591353,2.962972880331527,2.971831272328764,3.0493119266055047,0.0,3.15121412803532,3.0054602184087362,3.085173501577287,2.883495145631068,3.026697177726926,3.0440713536201467,3.072093023255814,0,3.019904458598726,0,626,626,3.022408963585434,3.119158878504673,3.0205128205128204,3.0134932533733134,626,591,0,1217,0,0,1,1,3,1,3.1496598639455784,6,3.013235294117647,1,3.0000000000000053,2.964367816091954,1980.0,2.8696682464454977,1,288,2.9969488939740656,3.0075414781297134,3.0082089552238807,0,28,0,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,4,2009,3.069455406471981,3.0734557595993324,120000
245,60,3.0,,8880,3.03232462173315,3.040175310445581,2.981404958677686,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,2.9175063676511237,3.011904761904762,3.026989619377163,3.0221311475409838,2.9168539325842695,7,5,1994,2002,3.0306748466257667,3.0285913528591353,2.955339805825243,2.9543650793650795,3.0493119266055047,0.0,2.8258196721311477,3.0054602184087362,2.8778979907264297,2.883495145631068,3.026697177726926,3.0440713536201467,2.911483253588517,695,3.019904458598726,0,253,948,3.022408963585434,2.9271255060728745,3.0205128205128204,3.0134932533733134,1222,888,0,2110,1,0,2,1,3,1,2.8839590443686007,8,3.013235294117647,2,2.982347730142401,2.964367816091954,1994.0,2.8696682464454977,2,463,2.9969488939740656,3.0075414781297134,3.0082089552238807,0,130,0,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,5,2010,3.069455406471981,3.0734557595993324,205000
246,20,3.0,80.0,10400,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,3.0001428805954125,3.011904761904762,3.026989619377163,3.0221311475409838,3.017906336088154,7,5,1988,1988,3.0306748466257667,3.0285913528591353,3.218446600356333,3.218274107779181,3.0247191011235954,102.0,3.15121412803532,3.0054602184087362,3.085173501577287,2.883495145631068,3.026697177726926,2.9592760182291493,2.911483253588517,929,3.019904458598726,0,916,1845,3.022408963585434,3.120331950184358,3.0205128205128204,3.0134932533733134,1872,0,0,1872,0,1,2,0,3,1,3.1496598639455784,6,3.013235294117647,1,3.0000000000000053,2.964367816091954,1988.0,2.9460227272727275,2,604,2.9969488939740656,3.0075414781297134,3.0082089552238807,197,39,0,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,6,2006,3.069455406471981,3.0734557595993324,241500
247,190,3.9999999975549225,69.0,9142,3.03232462173315,3.6872176772528764,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,3.8140874947239753,3.011904761904762,3.026989619377163,3.176597870563351,2.9168539325842695,6,8,1910,1950,3.0306748466257667,3.0285913528591353,3.2143835616438357,3.1893835616438357,3.0493119266055047,0.0,3.15121412803532,3.0582024338328413,3.0230765228215484,3.355636918760003,3.026697177726926,3.0440713536201467,3.072093023255814,0,3.019904458598726,0,1020,1020,3.022408963585434,3.120331950184358,3.147302860788916,3.1273004453523736,908,1020,0,1928,0,0,2,0,4,2,3.070657579264079,9,3.013235294117647,0,3.0434782608695654,3.1627906976744184,1910.0,3.1669421487603304,1,440,3.1273004453523736,3.144986221530917,3.0082089552238807,0,60,112,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,4,2006,3.069455406471981,3.0734557595993324,137000
248,20,3.0,75.0,11310,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,2.9911111111581867,3.011904761904762,3.026989619377163,3.0221311475409838,3.017906336088154,6,5,1954,1954,3.020979020979043,3.0285913528591353,3.218446600356333,3.0108607589654266,3.0493119266055047,0.0,3.15121412803532,3.0054602184087362,3.085173501577287,3.163328197226502,3.026697177726926,3.0440713536201467,3.072093023255814,0,3.019904458598726,0,1367,1367,3.022408963585434,2.9271255060728745,3.0205128205128204,3.0134932533733134,1375,0,0,1375,0,0,1,0,2,1,3.1496598639455784,5,3.013235294117647,1,3.0000000000000053,2.964367816091954,1954.0,3.1669421487603304,2,451,2.9969488939740656,3.0075414781297134,3.0082089552238807,0,30,0,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,6,2006,3.069455406471981,3.0734557595993324,140000
249,60,3.0,72.0,11317,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,3.066666581001408,3.011904761904762,3.026989619377163,3.0221311475409838,2.9168539325842695,7,5,2003,2003,3.0306748466257667,3.0285913528591353,2.955339805825243,2.9543650793650795,3.0247191011235954,101.0,2.8258196721311477,3.0054602184087362,2.8778979907264297,2.883495145631068,3.026697177726926,3.0440713536201467,3.072093023255814,0,3.019904458598726,0,840,840,3.022408963585434,2.9271255060728745,3.0205128205128204,3.0134932533733134,840,828,0,1668,0,0,2,1,3,1,2.8839590443686007,8,3.013235294117647,0,3.0434782608695654,2.964367816091954,2003.0,2.8696682464454977,2,500,2.9969488939740656,3.0075414781297134,3.0082089552238807,144,68,0,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,9,2007,3.069455406471981,3.0734557595993324,180000
250,50,3.0,,159000,3.03232462173315,3.040175310445581,2.894491672583141,2.8661626169692607,3.0287868403015765,2.978753974930345,3.019221840021276,3.008918542323726,3.011904761904762,3.026989619377163,3.0221311475409838,3.2727269030930493,6,7,1958,2006,3.0306748466257667,3.0285913528591353,3.218446600356333,3.067632849947605,3.0430757422421215,472.0,2.8258196721311477,3.0054602184087362,3.085173501577287,2.883495145631068,3.026697177726926,3.089551558294749,3.000000355929034,697,3.019904458598726,0,747,1444,3.022408963585434,3.120331950184358,3.0205128205128204,3.0134932533733134,1444,700,0,2144,0,1,2,0,4,1,2.8839590443686007,7,3.013235294117647,2,3.0000000000000053,2.964367816091954,1958.0,2.9460227272727275,2,389,2.9969488939740656,3.0075414781297134,3.0082089552238807,0,98,0,0,0,0,3.0289057123193395,3.0076335877862594,3.001500307978968,500,6,2007,3.069455406471981,3.0734557595993324,277000
251,30,3.0,55.0,5350,3.03232462173315,3.040175310445581,2.981404958677686,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,3.506552941768988,3.011904761904762,3.026989619377163,3.0221311475409838,3.017906336088154,3,2,1940,1966,3.0306748466257667,3.0285913528591353,3.218446600356333,2.971831272328764,3.0493119266055047,0.0,3.15121412803532,3.0250242767649,3.085173501577287,3.163328197226502,3.026697177726926,3.0440713536201467,3.072093023255814,0,3.019904458598726,0,728,728,3.022408963585434,2.9271255060728745,3.0205128205128204,3.0134932533733134,1306,0,0,1306,0,0,1,0,3,1,3.070657579264079,6,3.0934144980818745,0,3.0434782608695654,3.184835145256667,,3.184835145256667,0,0,3.184835145256667,3.184835145256667,3.0082089552238807,263,0,0,0,0,0,3.0289057123193395,3.0367699563294854,3.001500307978968,450,5,2010,3.069455406471981,3.0734557595993324,76500
252,120,3.9999999975549225,44.0,4750,3.03232462173315,3.040175310445581,2.981404958677686,3.0013643059407245,3.0287868403015765,3.027566539923954,2.954669306239236,3.0200026745617756,3.011904761904762,3.026989619377163,2.9912311753016607,3.017906336088154,8,5,2006,2007,3.020979020979043,3.0285913528591353,2.955339805825243,2.9543650793650795,2.8984401586053608,481.0,2.8258196721311477,3.0054602184087362,2.8778979907264297,2.883495145631068,3.026697177726926,3.089551558294749,2.911483253588517,1573,3.019904458598726,0,0,1573,3.022408963585434,2.9271255060728745,3.0205128205128204,3.0134932533733134,1625,0,0,1625,1,1,2,0,2,1,2.8839590443686007,5,3.013235294117647,1,3.0236842105263158,2.964367816091954,2006.0,2.9460227272727275,2,538,2.9969488939740656,3.0075414781297134,3.0082089552238807,123,0,0,0,153,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,12,2007,3.069455406471981,3.1643835616438354,235000
253,60,3.0,65.0,8366,3.03232462173315,3.040175310445581,2.981404958677686,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,2.9175063676511237,3.011904761904762,3.026989619377163,3.0221311475409838,2.9168539325842695,6,5,2004,2004,3.0306748466257667,3.0285913528591353,2.955339805825243,2.9543650793650795,3.0493119266055047,0.0,2.8258196721311477,3.0054602184087362,2.8778979907264297,2.883495145631068,3.026697177726926,3.0440713536201467,3.072093023255814,0,3.019904458598726,0,798,798,3.022408963585434,2.9271255060728745,3.0205128205128204,3.0134932533733134,798,842,0,1640,0,0,2,1,3,1,2.8839590443686007,6,3.013235294117647,0,3.0434782608695654,2.964367816091954,2004.0,2.8696682464454977,2,520,2.9969488939740656,3.0075414781297134,3.0082089552238807,138,45,0,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,12,2008,3.069455406471981,3.0734557595993324,173000
254,80,3.0,85.0,9350,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,2.9911111111581867,3.011904761904762,3.026989619377163,3.0221311475409838,3.045962819227181,6,7,1964,1991,3.020979020979043,3.0285913528591353,3.0675675675020906,3.067632849947605,3.0247191011235954,108.0,3.15121412803532,3.0054602184087362,3.085173501577287,2.883495145631068,3.026697177726926,3.089551558294749,3.2557316530868166,270,3.0651043318013587,580,452,1302,3.022408963585434,2.9271255060728745,3.0205128205128204,3.0134932533733134,1302,0,0,1302,0,1,2,0,3,1,2.8839590443686007,7,3.1523959316731855,0,3.0434782608695654,2.964367816091954,1964.0,2.8696682464454977,1,309,2.9969488939740656,3.0075414781297134,3.0082089552238807,333,0,0,0,0,0,3.0289057123193395,3.133757843936987,3.0291607396870557,0,10,2007,2.981939371746238,3.0734557595993324,158000
255,20,3.0,70.0,8400,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,2.9911111111581867,3.011904761904762,3.026989619377163,3.0221311475409838,3.017906336088154,5,6,1957,1957,3.0306748466257667,3.0285913528591353,2.9090909093375803,2.901869159355091,3.0493119266055047,0.0,3.15121412803532,3.2123281481527157,3.085173501577287,3.163328197226502,3.026697177726926,3.0440713536201467,3.000000355929034,922,3.019904458598726,0,392,1314,3.022408963585434,3.119158878504673,3.0205128205128204,3.0134932533733134,1314,0,0,1314,1,0,1,0,3,1,3.1496598639455784,5,3.013235294117647,0,3.0434782608695654,2.964367816091954,1957.0,2.8696682464454977,1,294,2.9969488939740656,3.0075414781297134,3.0082089552238807,250,0,0,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,6,2010,3.069455406471981,3.0734557595993324,145000
256,60,3.0,66.0,8738,3.03232462173315,3.040175310445581,2.981404958677686,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,3.000078590652087,3.011904761904762,3.026989619377163,3.0221311475409838,2.9168539325842695,7,5,1999,1999,3.0306748466257667,3.0285913528591353,2.955339805825243,2.9543650793650795,3.0247191011235954,302.0,2.8258196721311477,3.0054602184087362,2.8778979907264297,2.883495145631068,3.026697177726926,3.0440713536201467,3.072093023255814,0,3.019904458598726,0,975,975,3.022408963585434,2.9271255060728745,3.0205128205128204,3.0134932533733134,1005,1286,0,2291,0,0,2,1,4,1,2.8839590443686007,8,3.013235294117647,1,3.0000000000000053,2.977330016643784,1999.0,2.9460227272727275,2,429,2.9969488939740656,3.0075414781297134,3.0082089552238807,192,0,0,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,2,2006,3.069455406471981,3.0734557595993324,230000
257,60,1.0222899479943952,64.0,8791,3.03232462173315,3.040175310445581,2.981404958677686,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,1.4904647504034116,3.011904761904762,3.026989619377163,3.0221311475409838,2.9168539325842695,6,5,2003,2003,3.0306748466257667,3.0285913528591353,2.955339805825243,2.9543650793650795,3.0493119266055047,0.0,2.8258196721311477,3.0054602184087362,2.8778979907264297,2.883495145631068,3.026697177726926,3.0440713536201467,3.000000355929034,503,3.019904458598726,0,361,864,3.022408963585434,2.9271255060728745,3.0205128205128204,3.0134932533733134,864,864,0,1728,0,0,2,1,3,1,2.8839590443686007,7,3.013235294117647,0,3.0434782608695654,2.964367816091954,2003.0,2.8696682464454977,2,673,2.9969488939740656,3.0075414781297134,3.0082089552238807,216,56,0,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,5,2008,3.069455406471981,3.0734557595993324,207500
258,20,3.0,68.0,8814,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,3.066666581001408,3.011904761904762,3.026989619377163,3.0221311475409838,3.017906336088154,7,5,2006,2006,3.0306748466257667,3.0285913528591353,2.955339805825243,2.9543650793650795,2.8984401586053608,180.0,2.8258196721311477,3.0054602184087362,2.8778979907264297,2.883495145631068,3.026697177726926,3.0440713536201467,2.911483253588517,1334,3.019904458598726,0,270,1604,3.022408963585434,2.9271255060728745,3.0205128205128204,3.0134932533733134,1604,0,0,1604,1,0,2,1,3,1,2.8839590443686007,8,3.013235294117647,1,3.0236842105263158,2.964367816091954,2006.0,2.8696682464454977,2,660,2.9969488939740656,3.0075414781297134,3.0082089552238807,123,110,0,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,3,2009,3.069455406471981,2.891130886895454,220000
259,60,3.0,80.0,12435,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,3.066666581001408,3.011904761904762,3.026989619377163,3.0221311475409838,2.9168539325842695,7,5,2001,2001,3.0306748466257667,3.0285913528591353,2.955339805825243,2.9543650793650795,3.0247191011235954,172.0,2.8258196721311477,3.0054602184087362,2.8778979907264297,2.883495145631068,3.026697177726926,3.0440713536201467,2.911483253588517,361,3.019904458598726,0,602,963,3.022408963585434,2.9271255060728745,3.0205128205128204,3.0134932533733134,963,829,0,1792,0,0,2,1,3,1,2.8839590443686007,7,3.013235294117647,1,3.0000000000000053,2.964367816091954,2001.0,2.8696682464454977,2,564,2.9969488939740656,3.0075414781297134,3.0082089552238807,0,96,0,245,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,5,2008,3.069455406471981,3.0734557595993324,231500
260,20,3.9999999975549225,70.0,12702,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,3.8140874947239753,3.011904761904762,3.026989619377163,3.0221311475409838,3.017906336088154,5,5,1956,1956,3.0306748466257667,3.0285913528591353,3.039467271013622,3.0108607589654266,3.0493119266055047,0.0,3.15121412803532,3.0054602184087362,2.8778979907264297,3.073000391722953,3.073000391722953,3.071829247211915,3.073000391722953,0,3.071829247211915,0,0,0,3.022408963585434,3.120331950184358,3.0205128205128204,3.1488627614223565,882,0,0,882,0,0,1,0,2,1,3.1496598639455784,4,3.013235294117647,0,3.0434782608695654,3.1627906976744184,1956.0,3.1669421487603304,1,308,2.9969488939740656,3.0075414781297134,3.0082089552238807,0,45,0,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,12,2008,3.069455406471981,3.0734557595993324,97000
261,80,3.0,120.0,19296,3.03232462173315,3.040175310445581,3.0594594594594593,3.0297482837528604,3.0287868403015765,3.060836501900244,3.032561505065123,2.9911111111581867,3.3944306450109183,3.026989619377163,3.0221311475409838,3.045962819227181,6,5,1962,1962,3.0306748466257667,3.0285913528591353,3.218446600356333,3.218274107779181,3.0247191011235954,399.0,3.15121412803532,3.0054602184087362,3.085173501577287,3.163328197226502,3.026697177726926,3.089551558294749,3.000000355929034,672,3.0651043318013587,690,0,1362,3.022408963585434,3.119158878504673,3.0205128205128204,3.0134932533733134,1382,0,0,1382,1,0,1,0,3,1,3.1496598639455784,6,3.013235294117647,1,3.0000000000000053,2.964367816091954,1991.0,3.1669421487603304,2,884,2.9969488939740656,3.0075414781297134,3.0082089552238807,0,0,252,0,0,0,3.0289057123193395,3.0367699563294854,3.0291607396870557,0,5,2009,3.069455406471981,3.0734557595993324,176000
262,60,3.0,69.0,9588,3.03232462173315,3.040175310445581,2.981404958677686,3.0297482837528604,3.0287868403015765,3.027566539923954,3.032561505065123,3.066666581001408,3.011904761904762,3.026989619377163,3.0221311475409838,2.9168539325842695,8,5,2007,2007,3.0306748466257667,3.0285913528591353,3.129478484288471,3.1314525835245117,2.8984401586053608,270.0,2.8258196721311477,3.0054602184087362,2.8778979907264297,2.9173599484580173,3.026697177726926,3.0440713536201467,3.072093023255814,0,3.019904458598726,0,1482,1482,3.022408963585434,2.9271255060728745,3.0205128205128204,3.0134932533733134,1482,1092,0,2574,0,0,2,1,3,1,2.970019707562462,10,3.013235294117647,1,3.0236842105263158,2.977330016643784,2007.0,2.9460227272727275,3,868,2.9969488939740656,3.0075414781297134,3.0082089552238807,0,148,0,0,0,0,3.0289057123193395,3.0076335877862594,3.0291607396870557,0,11,2007,2.6639479866730786,2.680009603543778,276000
