Unnamed: 0,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose
411.0000,35.0000,male,3.0000,own,little,nan,7253.0000,33.0000,car
412.0000,42.0000,male,3.0000,own,little,nan,2292.0000,12.0000,business
413.0000,40.0000,male,1.0000,rent,quite rich,nan,1597.0000,10.0000,car
414.0000,35.0000,female,2.0000,own,nan,little,1381.0000,24.0000,car
415.0000,35.0000,male,2.0000,own,little,nan,5842.0000,36.0000,car
416.0000,33.0000,male,1.0000,own,little,little,2579.0000,12.0000,car
417.0000,23.0000,female,2.0000,rent,nan,little,8471.0000,18.0000,education
418.0000,31.0000,female,3.0000,own,quite rich,nan,2782.0000,21.0000,car
419.0000,33.0000,female,2.0000,own,nan,moderate,1042.0000,18.0000,car
420.0000,20.0000,female,2.0000,rent,rich,nan,3186.0000,15.0000,car
421.0000,30.0000,male,2.0000,own,nan,moderate,2028.0000,12.0000,car
422.0000,47.0000,male,1.0000,own,little,moderate,958.0000,12.0000,car
423.0000,34.0000,male,3.0000,own,moderate,nan,1591.0000,21.0000,furniture/equipment
424.0000,25.0000,female,2.0000,own,nan,moderate,2762.0000,12.0000,furniture/equipment
425.0000,21.0000,male,2.0000,rent,little,moderate,2779.0000,18.0000,car
426.0000,29.0000,male,2.0000,own,little,nan,2743.0000,28.0000,radio/TV
427.0000,46.0000,male,2.0000,own,rich,nan,1149.0000,18.0000,radio/TV
428.0000,20.0000,male,2.0000,own,little,nan,1313.0000,9.0000,furniture/equipment
432.0000,36.0000,male,3.0000,free,little,little,1872.0000,6.0000,furniture/equipment
433.0000,33.0000,male,2.0000,own,little,nan,2058.0000,24.0000,repairs
434.0000,25.0000,male,2.0000,own,little,little,2136.0000,9.0000,furniture/equipment
435.0000,25.0000,male,2.0000,own,nan,moderate,1484.0000,12.0000,radio/TV
436.0000,23.0000,male,1.0000,rent,quite rich,nan,660.0000,6.0000,repairs
437.0000,37.0000,female,2.0000,own,rich,nan,1287.0000,24.0000,car
440.0000,39.0000,male,3.0000,own,little,nan,1884.0000,12.0000,car
441.0000,30.0000,female,2.0000,own,little,little,1620.0000,12.0000,furniture/equipment
442.0000,29.0000,male,2.0000,own,little,moderate,2629.0000,20.0000,vacation/others
443.0000,41.0000,male,1.0000,own,little,nan,719.0000,12.0000,education
444.0000,30.0000,female,3.0000,own,little,moderate,5096.0000,48.0000,furniture/equipment
445.0000,41.0000,female,1.0000,rent,nan,nan,1244.0000,9.0000,education
446.0000,34.0000,female,2.0000,own,little,little,1842.0000,36.0000,car
447.0000,35.0000,male,2.0000,own,little,moderate,2576.0000,7.0000,radio/TV
448.0000,55.0000,female,3.0000,own,nan,rich,1424.0000,12.0000,furniture/equipment
449.0000,61.0000,male,2.0000,own,rich,moderate,1512.0000,15.0000,repairs
451.0000,29.0000,female,2.0000,own,little,nan,518.0000,6.0000,radio/TV
452.0000,34.0000,male,2.0000,own,little,nan,2759.0000,12.0000,furniture/equipment
453.0000,35.0000,male,3.0000,own,little,nan,2670.0000,24.0000,car
454.0000,31.0000,male,2.0000,own,little,little,4817.0000,24.0000,car
455.0000,29.0000,female,3.0000,own,little,nan,2679.0000,24.0000,car
456.0000,36.0000,male,2.0000,rent,little,little,3905.0000,11.0000,car
457.0000,35.0000,male,2.0000,free,little,little,3386.0000,12.0000,car
458.0000,27.0000,female,2.0000,own,little,little,343.0000,6.0000,domestic appliances
459.0000,32.0000,male,2.0000,own,little,nan,4594.0000,18.0000,radio/TV
460.0000,37.0000,male,2.0000,own,little,little,3620.0000,36.0000,furniture/equipment
461.0000,36.0000,male,2.0000,own,little,little,1721.0000,15.0000,car
462.0000,34.0000,female,3.0000,rent,little,moderate,3017.0000,12.0000,furniture/equipment
463.0000,38.0000,male,2.0000,own,nan,moderate,754.0000,12.0000,education
464.0000,34.0000,male,2.0000,own,little,nan,1950.0000,18.0000,business
465.0000,63.0000,male,2.0000,own,little,little,2924.0000,24.0000,car
466.0000,29.0000,female,1.0000,rent,little,little,1659.0000,24.0000,radio/TV
467.0000,32.0000,male,2.0000,own,nan,nan,7238.0000,48.0000,radio/TV
468.0000,26.0000,female,2.0000,own,little,nan,2764.0000,33.0000,business
469.0000,35.0000,male,1.0000,own,little,nan,4679.0000,24.0000,car
470.0000,22.0000,male,2.0000,rent,moderate,moderate,3092.0000,24.0000,radio/TV
471.0000,23.0000,female,2.0000,own,little,little,448.0000,6.0000,education
472.0000,28.0000,male,1.0000,own,little,little,654.0000,9.0000,car
473.0000,36.0000,male,3.0000,own,nan,nan,1238.0000,6.0000,education
474.0000,33.0000,male,2.0000,own,little,moderate,1245.0000,18.0000,radio/TV
475.0000,26.0000,female,2.0000,rent,little,little,3114.0000,18.0000,furniture/equipment
476.0000,24.0000,male,2.0000,own,quite rich,nan,2569.0000,39.0000,car
477.0000,25.0000,male,2.0000,own,little,rich,5152.0000,24.0000,radio/TV
478.0000,39.0000,male,1.0000,own,moderate,moderate,1037.0000,12.0000,business
479.0000,44.0000,male,2.0000,own,little,little,1478.0000,15.0000,furniture/equipment
480.0000,23.0000,female,1.0000,own,little,moderate,3573.0000,12.0000,radio/TV
481.0000,26.0000,male,2.0000,own,little,moderate,1201.0000,24.0000,car
482.0000,57.0000,female,2.0000,rent,rich,little,3622.0000,30.0000,furniture/equipment
483.0000,30.0000,female,2.0000,own,rich,nan,960.0000,15.0000,furniture/equipment
484.0000,44.0000,male,2.0000,own,quite rich,nan,1163.0000,12.0000,car
485.0000,47.0000,male,3.0000,own,little,moderate,1209.0000,6.0000,car
486.0000,52.0000,male,2.0000,own,little,nan,3077.0000,12.0000,radio/TV
487.0000,62.0000,female,2.0000,free,little,nan,3757.0000,24.0000,car
488.0000,35.0000,male,1.0000,rent,moderate,nan,1418.0000,10.0000,car
489.0000,26.0000,male,2.0000,rent,little,nan,3518.0000,6.0000,car
490.0000,26.0000,male,2.0000,own,little,nan,1934.0000,12.0000,radio/TV
491.0000,42.0000,female,3.0000,free,little,moderate,8318.0000,27.0000,business
492.0000,27.0000,female,2.0000,own,moderate,nan,1237.0000,6.0000,radio/TV
493.0000,38.0000,male,2.0000,own,nan,moderate,368.0000,6.0000,radio/TV
494.0000,39.0000,male,1.0000,rent,little,little,2122.0000,12.0000,car
495.0000,20.0000,male,2.0000,own,nan,little,2996.0000,24.0000,furniture/equipment
496.0000,29.0000,male,3.0000,rent,moderate,moderate,9034.0000,36.0000,furniture/equipment
497.0000,40.0000,male,2.0000,own,little,nan,1585.0000,24.0000,furniture/equipment
498.0000,32.0000,male,1.0000,own,little,moderate,1301.0000,18.0000,radio/TV
499.0000,28.0000,male,2.0000,own,moderate,rich,1323.0000,6.0000,car
500.0000,27.0000,female,2.0000,own,little,little,3123.0000,24.0000,car
501.0000,42.0000,male,2.0000,free,little,little,5493.0000,36.0000,car
502.0000,49.0000,male,2.0000,own,moderate,rich,1126.0000,9.0000,radio/TV
503.0000,38.0000,male,2.0000,own,moderate,moderate,1216.0000,24.0000,radio/TV
504.0000,24.0000,female,2.0000,rent,little,little,1207.0000,24.0000,car
505.0000,27.0000,male,1.0000,own,nan,nan,1309.0000,10.0000,car
506.0000,36.0000,male,2.0000,own,quite rich,rich,2360.0000,15.0000,car
507.0000,34.0000,male,3.0000,own,moderate,moderate,6850.0000,15.0000,car
508.0000,28.0000,male,2.0000,own,little,nan,1413.0000,24.0000,radio/TV
510.0000,26.0000,male,2.0000,own,little,little,759.0000,12.0000,car
511.0000,32.0000,male,3.0000,free,little,nan,4686.0000,36.0000,car
512.0000,26.0000,male,2.0000,rent,little,rich,2687.0000,15.0000,business
513.0000,20.0000,male,2.0000,rent,little,moderate,585.0000,12.0000,radio/TV
514.0000,54.0000,male,2.0000,own,nan,nan,2255.0000,24.0000,car
515.0000,37.0000,female,2.0000,own,little,little,609.0000,6.0000,car
516.0000,40.0000,male,1.0000,own,little,little,1361.0000,6.0000,car
517.0000,23.0000,female,2.0000,rent,little,nan,7127.0000,36.0000,furniture/equipment
518.0000,43.0000,male,2.0000,own,moderate,little,1203.0000,6.0000,car
519.0000,36.0000,male,2.0000,free,nan,nan,700.0000,6.0000,radio/TV
520.0000,44.0000,male,2.0000,free,little,nan,5507.0000,24.0000,repairs
521.0000,24.0000,female,2.0000,own,little,little,3190.0000,18.0000,radio/TV
522.0000,53.0000,male,2.0000,free,little,little,7119.0000,48.0000,furniture/equipment
523.0000,23.0000,female,2.0000,own,moderate,nan,3488.0000,24.0000,car
524.0000,26.0000,female,1.0000,own,little,moderate,1113.0000,18.0000,radio/TV
525.0000,30.0000,male,2.0000,own,little,moderate,7966.0000,26.0000,car
526.0000,31.0000,female,2.0000,own,moderate,nan,1532.0000,15.0000,education
527.0000,42.0000,male,1.0000,own,little,nan,1503.0000,4.0000,radio/TV
528.0000,31.0000,male,2.0000,rent,little,little,2302.0000,36.0000,radio/TV
529.0000,41.0000,male,1.0000,own,little,little,662.0000,6.0000,car
530.0000,32.0000,male,2.0000,own,little,moderate,2273.0000,36.0000,education
531.0000,28.0000,female,2.0000,rent,moderate,moderate,2631.0000,15.0000,car
532.0000,41.0000,male,2.0000,rent,little,nan,1503.0000,12.0000,car
533.0000,26.0000,male,2.0000,own,moderate,nan,1311.0000,24.0000,radio/TV
534.0000,25.0000,male,2.0000,own,nan,nan,3105.0000,24.0000,radio/TV
535.0000,33.0000,male,2.0000,rent,little,rich,2319.0000,21.0000,education
537.0000,37.0000,female,2.0000,own,little,moderate,3612.0000,18.0000,furniture/equipment
539.0000,45.0000,female,1.0000,own,little,rich,3049.0000,18.0000,furniture/equipment
540.0000,23.0000,male,2.0000,rent,little,moderate,1534.0000,12.0000,radio/TV
541.0000,60.0000,male,2.0000,free,little,nan,2032.0000,24.0000,car
542.0000,31.0000,male,2.0000,own,nan,little,6350.0000,30.0000,furniture/equipment
543.0000,34.0000,male,1.0000,own,little,rich,2864.0000,18.0000,furniture/equipment
544.0000,61.0000,male,1.0000,own,little,nan,1255.0000,12.0000,car
545.0000,43.0000,male,2.0000,free,little,little,1333.0000,24.0000,car
546.0000,37.0000,female,2.0000,own,little,nan,2022.0000,24.0000,car
547.0000,32.0000,male,2.0000,own,little,nan,1552.0000,24.0000,radio/TV
548.0000,24.0000,female,1.0000,own,little,little,626.0000,12.0000,radio/TV
549.0000,35.0000,male,2.0000,free,nan,nan,8858.0000,48.0000,car
550.0000,23.0000,female,2.0000,own,nan,nan,996.0000,12.0000,repairs
551.0000,45.0000,male,1.0000,own,quite rich,nan,1750.0000,6.0000,radio/TV
552.0000,34.0000,male,2.0000,own,little,little,6999.0000,48.0000,radio/TV
553.0000,27.0000,male,2.0000,own,moderate,moderate,1995.0000,12.0000,car
555.0000,22.0000,male,2.0000,own,little,moderate,1331.0000,12.0000,radio/TV
556.0000,28.0000,female,2.0000,own,moderate,moderate,2278.0000,18.0000,car
557.0000,29.0000,female,2.0000,own,nan,nan,5003.0000,21.0000,car
558.0000,27.0000,male,2.0000,own,little,little,3552.0000,24.0000,furniture/equipment
559.0000,31.0000,male,1.0000,own,little,moderate,1928.0000,18.0000,furniture/equipment
560.0000,49.0000,male,2.0000,free,nan,little,2964.0000,24.0000,car
561.0000,24.0000,male,1.0000,rent,little,little,1546.0000,24.0000,radio/TV
562.0000,29.0000,female,2.0000,own,little,rich,683.0000,6.0000,radio/TV
564.0000,37.0000,male,3.0000,own,nan,moderate,4712.0000,24.0000,business
565.0000,23.0000,female,2.0000,rent,moderate,moderate,1553.0000,24.0000,radio/TV
566.0000,36.0000,male,2.0000,own,little,little,1372.0000,12.0000,car
567.0000,34.0000,male,2.0000,own,rich,nan,2578.0000,24.0000,radio/TV
568.0000,41.0000,male,2.0000,own,nan,moderate,3979.0000,48.0000,radio/TV
569.0000,31.0000,female,2.0000,own,little,little,6758.0000,48.0000,radio/TV
570.0000,23.0000,female,1.0000,rent,little,little,3234.0000,24.0000,furniture/equipment
571.0000,38.0000,male,2.0000,own,little,nan,5954.0000,30.0000,radio/TV
572.0000,26.0000,female,3.0000,rent,nan,nan,5433.0000,24.0000,car
573.0000,22.0000,female,1.0000,own,little,little,806.0000,15.0000,business
574.0000,27.0000,male,1.0000,own,little,moderate,1082.0000,9.0000,radio/TV
575.0000,24.0000,female,2.0000,own,little,nan,2788.0000,15.0000,furniture/equipment
576.0000,27.0000,female,2.0000,own,little,moderate,2930.0000,12.0000,radio/TV
577.0000,33.0000,female,2.0000,own,nan,nan,1927.0000,24.0000,education
578.0000,27.0000,male,2.0000,own,little,moderate,2820.0000,36.0000,car
579.0000,27.0000,male,1.0000,own,little,nan,937.0000,24.0000,education
580.0000,30.0000,male,2.0000,own,little,moderate,1056.0000,18.0000,car
581.0000,49.0000,male,1.0000,own,little,moderate,3124.0000,12.0000,car
582.0000,26.0000,female,2.0000,rent,little,nan,1388.0000,9.0000,furniture/equipment
583.0000,33.0000,male,1.0000,rent,little,moderate,2384.0000,36.0000,repairs
584.0000,52.0000,female,3.0000,free,nan,nan,2133.0000,12.0000,car
585.0000,20.0000,female,2.0000,rent,little,little,2039.0000,18.0000,furniture/equipment
586.0000,36.0000,male,2.0000,rent,little,little,2799.0000,9.0000,car
587.0000,21.0000,male,1.0000,own,little,little,1289.0000,12.0000,furniture/equipment
588.0000,47.0000,male,1.0000,own,little,little,1217.0000,18.0000,domestic appliances
589.0000,60.0000,male,2.0000,own,little,little,2246.0000,12.0000,furniture/equipment
590.0000,58.0000,female,1.0000,own,little,little,385.0000,12.0000,radio/TV
591.0000,42.0000,female,2.0000,rent,nan,moderate,1965.0000,24.0000,car
592.0000,36.0000,female,1.0000,own,rich,nan,1572.0000,21.0000,business
593.0000,20.0000,female,1.0000,rent,little,moderate,2718.0000,24.0000,car
594.0000,40.0000,male,3.0000,own,nan,little,1358.0000,24.0000,vacation/others
595.0000,32.0000,female,1.0000,own,moderate,moderate,931.0000,6.0000,car
596.0000,23.0000,female,2.0000,rent,little,little,1442.0000,24.0000,car
597.0000,36.0000,male,1.0000,own,little,moderate,4241.0000,24.0000,business
598.0000,31.0000,male,2.0000,own,little,nan,2775.0000,18.0000,car
599.0000,32.0000,male,2.0000,free,little,nan,3863.0000,24.0000,business
600.0000,45.0000,female,2.0000,own,little,moderate,2329.0000,7.0000,radio/TV
601.0000,30.0000,female,2.0000,own,little,moderate,918.0000,9.0000,furniture/equipment
602.0000,34.0000,female,1.0000,free,little,moderate,1837.0000,24.0000,education
603.0000,28.0000,female,3.0000,own,little,nan,3349.0000,36.0000,furniture/equipment
604.0000,23.0000,female,2.0000,own,little,rich,1275.0000,10.0000,furniture/equipment
605.0000,22.0000,male,2.0000,own,quite rich,little,2828.0000,24.0000,furniture/equipment
607.0000,50.0000,female,2.0000,free,moderate,moderate,2671.0000,36.0000,radio/TV
608.0000,33.0000,male,2.0000,own,little,nan,2051.0000,18.0000,radio/TV
609.0000,45.0000,male,2.0000,free,nan,nan,1300.0000,15.0000,car
610.0000,22.0000,female,2.0000,own,moderate,little,741.0000,12.0000,domestic appliances
611.0000,48.0000,female,1.0000,free,moderate,rich,1240.0000,10.0000,car
612.0000,29.0000,female,2.0000,own,rich,little,3357.0000,21.0000,radio/TV
613.0000,22.0000,female,2.0000,rent,little,little,3632.0000,24.0000,car
614.0000,22.0000,female,2.0000,own,little,nan,1808.0000,18.0000,furniture/equipment
617.0000,37.0000,male,2.0000,rent,little,little,3676.0000,6.0000,car
618.0000,21.0000,female,2.0000,rent,moderate,moderate,3441.0000,30.0000,furniture/equipment
619.0000,49.0000,male,1.0000,own,little,nan,640.0000,12.0000,car
620.0000,27.0000,male,2.0000,own,little,moderate,3652.0000,21.0000,business
621.0000,32.0000,male,2.0000,own,little,nan,1530.0000,18.0000,car
622.0000,38.0000,male,2.0000,own,nan,nan,3914.0000,48.0000,business
623.0000,22.0000,female,2.0000,rent,little,little,1858.0000,12.0000,furniture/equipment
624.0000,65.0000,male,2.0000,free,little,little,2600.0000,18.0000,radio/TV
625.0000,35.0000,male,2.0000,own,nan,nan,1979.0000,15.0000,radio/TV
626.0000,41.0000,male,2.0000,own,little,rich,2116.0000,6.0000,furniture/equipment
627.0000,29.0000,male,2.0000,own,moderate,moderate,1437.0000,9.0000,car
628.0000,36.0000,male,2.0000,own,quite rich,nan,4042.0000,42.0000,furniture/equipment
630.0000,28.0000,female,2.0000,own,little,little,3660.0000,24.0000,radio/TV
631.0000,44.0000,male,2.0000,own,little,little,1553.0000,18.0000,furniture/equipment
632.0000,23.0000,male,2.0000,own,nan,moderate,1444.0000,15.0000,radio/TV
633.0000,19.0000,female,2.0000,rent,little,nan,1980.0000,9.0000,furniture/equipment
634.0000,25.0000,female,1.0000,own,little,moderate,1355.0000,24.0000,car
635.0000,47.0000,male,2.0000,own,little,nan,1393.0000,12.0000,education
636.0000,28.0000,female,2.0000,own,quite rich,nan,1376.0000,24.0000,radio/TV
638.0000,34.0000,female,2.0000,own,little,nan,1493.0000,12.0000,radio/TV
639.0000,26.0000,male,2.0000,own,little,little,4370.0000,42.0000,radio/TV
641.0000,38.0000,male,1.0000,own,little,moderate,1308.0000,15.0000,repairs
642.0000,40.0000,male,3.0000,own,moderate,nan,4623.0000,15.0000,education
643.0000,33.0000,male,2.0000,own,little,nan,1851.0000,24.0000,radio/TV
644.0000,32.0000,male,3.0000,own,little,little,1880.0000,18.0000,radio/TV
645.0000,27.0000,male,2.0000,rent,nan,nan,7980.0000,36.0000,business
646.0000,32.0000,male,2.0000,own,little,little,4583.0000,30.0000,furniture/equipment
647.0000,26.0000,female,2.0000,own,quite rich,nan,1386.0000,12.0000,car
648.0000,38.0000,male,2.0000,free,little,rich,947.0000,24.0000,car
649.0000,40.0000,male,1.0000,rent,little,little,684.0000,12.0000,education
651.0000,37.0000,male,1.0000,own,little,moderate,1922.0000,12.0000,furniture/equipment
652.0000,45.0000,male,2.0000,own,little,little,2303.0000,24.0000,car
654.0000,35.0000,male,2.0000,own,little,nan,2346.0000,24.0000,car
655.0000,22.0000,male,2.0000,free,little,little,3973.0000,14.0000,car
656.0000,41.0000,male,1.0000,own,little,moderate,888.0000,12.0000,car
657.0000,37.0000,male,2.0000,own,nan,nan,10222.0000,48.0000,radio/TV
658.0000,28.0000,female,2.0000,own,little,moderate,4221.0000,30.0000,business
659.0000,41.0000,male,2.0000,own,little,moderate,6361.0000,18.0000,furniture/equipment
660.0000,23.0000,male,2.0000,rent,little,rich,1297.0000,12.0000,radio/TV
661.0000,23.0000,male,2.0000,own,nan,little,900.0000,12.0000,car
662.0000,50.0000,male,2.0000,own,little,nan,2241.0000,21.0000,furniture/equipment
663.0000,35.0000,male,3.0000,own,little,moderate,1050.0000,6.0000,furniture/equipment
664.0000,50.0000,female,1.0000,own,little,rich,1047.0000,6.0000,education
665.0000,27.0000,male,3.0000,own,little,nan,6314.0000,24.0000,vacation/others
666.0000,34.0000,male,2.0000,own,rich,moderate,3496.0000,30.0000,furniture/equipment
667.0000,27.0000,female,2.0000,own,little,nan,3609.0000,48.0000,business
668.0000,43.0000,male,2.0000,rent,little,little,4843.0000,12.0000,car
669.0000,47.0000,male,2.0000,own,little,rich,3017.0000,30.0000,radio/TV
670.0000,27.0000,male,1.0000,own,moderate,nan,4139.0000,24.0000,business
671.0000,31.0000,male,2.0000,own,moderate,nan,5742.0000,36.0000,business
673.0000,24.0000,male,2.0000,own,quite rich,nan,2080.0000,6.0000,car
674.0000,41.0000,male,1.0000,own,quite rich,nan,2580.0000,21.0000,business
675.0000,26.0000,female,3.0000,rent,little,nan,4530.0000,30.0000,radio/TV
676.0000,33.0000,male,2.0000,own,little,nan,5150.0000,24.0000,furniture/equipment
679.0000,26.0000,female,2.0000,own,little,nan,1453.0000,18.0000,radio/TV
680.0000,56.0000,female,2.0000,own,little,nan,1538.0000,6.0000,education
681.0000,37.0000,male,2.0000,free,nan,nan,2279.0000,12.0000,radio/TV
682.0000,33.0000,male,2.0000,own,little,nan,1478.0000,15.0000,radio/TV
683.0000,47.0000,male,2.0000,free,little,nan,5103.0000,24.0000,radio/TV
686.0000,27.0000,male,2.0000,own,nan,rich,1347.0000,10.0000,radio/TV
687.0000,30.0000,male,2.0000,free,moderate,moderate,2862.0000,36.0000,car
688.0000,35.0000,male,2.0000,own,moderate,nan,2753.0000,9.0000,radio/TV
689.0000,31.0000,male,2.0000,own,rich,little,3651.0000,12.0000,car
690.0000,25.0000,male,2.0000,own,little,little,975.0000,15.0000,furniture/equipment
691.0000,25.0000,female,1.0000,own,moderate,moderate,2631.0000,15.0000,repairs
692.0000,29.0000,male,2.0000,own,moderate,moderate,2896.0000,24.0000,radio/TV
693.0000,44.0000,male,1.0000,own,nan,little,4716.0000,6.0000,car
694.0000,28.0000,male,2.0000,own,little,nan,2284.0000,24.0000,radio/TV
695.0000,50.0000,male,2.0000,rent,quite rich,nan,1236.0000,6.0000,car
696.0000,29.0000,male,2.0000,own,little,moderate,1103.0000,12.0000,radio/TV
697.0000,38.0000,female,0.0000,own,little,nan,926.0000,12.0000,car
698.0000,24.0000,male,2.0000,own,little,nan,1800.0000,18.0000,radio/TV
699.0000,40.0000,male,3.0000,rent,little,rich,1905.0000,15.0000,education
700.0000,29.0000,female,1.0000,rent,quite rich,nan,1123.0000,12.0000,furniture/equipment
701.0000,46.0000,male,2.0000,free,little,little,6331.0000,48.0000,car
702.0000,47.0000,female,2.0000,free,moderate,rich,1377.0000,24.0000,radio/TV
703.0000,41.0000,male,2.0000,own,moderate,moderate,2503.0000,30.0000,business
704.0000,32.0000,female,2.0000,own,little,moderate,2528.0000,27.0000,business
705.0000,35.0000,female,2.0000,free,quite rich,nan,5324.0000,15.0000,car
706.0000,24.0000,male,2.0000,own,moderate,moderate,6560.0000,48.0000,car
707.0000,25.0000,female,2.0000,rent,little,moderate,2969.0000,12.0000,furniture/equipment
708.0000,25.0000,female,2.0000,own,little,moderate,1206.0000,9.0000,radio/TV
709.0000,37.0000,male,1.0000,own,little,moderate,2118.0000,9.0000,radio/TV
710.0000,32.0000,male,3.0000,own,quite rich,nan,629.0000,18.0000,radio/TV
711.0000,35.0000,female,2.0000,free,little,little,1198.0000,6.0000,education
712.0000,46.0000,male,3.0000,own,nan,nan,2476.0000,21.0000,car
713.0000,25.0000,male,1.0000,own,little,little,1138.0000,9.0000,radio/TV
716.0000,40.0000,male,2.0000,own,nan,nan,3077.0000,30.0000,radio/TV
717.0000,32.0000,male,3.0000,free,little,nan,1505.0000,18.0000,radio/TV
718.0000,31.0000,male,2.0000,own,nan,rich,3148.0000,24.0000,radio/TV
719.0000,31.0000,male,2.0000,own,moderate,moderate,6148.0000,20.0000,car
720.0000,34.0000,male,3.0000,own,little,rich,1337.0000,9.0000,radio/TV
721.0000,24.0000,female,2.0000,rent,rich,moderate,433.0000,6.0000,education
722.0000,24.0000,female,1.0000,own,little,little,1228.0000,12.0000,car
724.0000,21.0000,female,2.0000,rent,little,nan,2570.0000,27.0000,car
725.0000,41.0000,female,1.0000,own,rich,nan,250.0000,6.0000,car
726.0000,47.0000,male,1.0000,own,quite rich,nan,1316.0000,15.0000,radio/TV
727.0000,25.0000,female,2.0000,rent,little,little,1882.0000,18.0000,radio/TV
729.0000,36.0000,male,2.0000,own,rich,rich,1275.0000,24.0000,business
730.0000,33.0000,male,2.0000,own,little,moderate,6403.0000,24.0000,radio/TV
731.0000,21.0000,male,1.0000,rent,little,little,1987.0000,24.0000,radio/TV
732.0000,44.0000,female,1.0000,own,little,moderate,760.0000,8.0000,radio/TV
733.0000,28.0000,female,2.0000,rent,rich,nan,2603.0000,24.0000,car
734.0000,37.0000,female,2.0000,own,little,nan,3380.0000,4.0000,car
737.0000,35.0000,male,1.0000,own,moderate,little,4380.0000,18.0000,car
739.0000,26.0000,female,1.0000,rent,moderate,moderate,4280.0000,30.0000,business
740.0000,32.0000,male,2.0000,own,moderate,little,2325.0000,24.0000,car
741.0000,23.0000,male,1.0000,own,little,moderate,1048.0000,10.0000,radio/TV
742.0000,41.0000,male,2.0000,own,nan,nan,3160.0000,21.0000,radio/TV
743.0000,22.0000,male,2.0000,own,quite rich,little,2483.0000,24.0000,furniture/equipment
745.0000,28.0000,male,1.0000,own,little,little,1797.0000,13.0000,business
746.0000,23.0000,female,2.0000,rent,little,little,2511.0000,15.0000,car
747.0000,37.0000,female,1.0000,own,little,little,1274.0000,12.0000,car
748.0000,26.0000,male,2.0000,own,nan,nan,5248.0000,21.0000,car
749.0000,33.0000,male,2.0000,own,little,nan,3029.0000,15.0000,car
750.0000,49.0000,female,2.0000,own,little,little,428.0000,6.0000,furniture/equipment
751.0000,23.0000,female,1.0000,own,little,little,976.0000,18.0000,car
752.0000,23.0000,female,1.0000,rent,moderate,moderate,841.0000,12.0000,business
753.0000,25.0000,female,2.0000,own,little,nan,5771.0000,30.0000,radio/TV
754.0000,55.0000,male,2.0000,free,rich,nan,1555.0000,12.0000,repairs
755.0000,32.0000,female,2.0000,rent,nan,little,1285.0000,24.0000,car
757.0000,39.0000,male,2.0000,free,nan,rich,1271.0000,15.0000,radio/TV
758.0000,31.0000,male,2.0000,own,little,nan,1393.0000,24.0000,car
759.0000,35.0000,male,2.0000,own,little,little,691.0000,12.0000,car
760.0000,59.0000,female,2.0000,own,nan,nan,5045.0000,15.0000,car
761.0000,24.0000,female,2.0000,rent,little,little,2124.0000,18.0000,furniture/equipment
762.0000,24.0000,male,1.0000,own,little,little,2214.0000,12.0000,radio/TV
764.0000,27.0000,male,2.0000,own,moderate,nan,2463.0000,24.0000,car
765.0000,40.0000,male,1.0000,own,little,moderate,1155.0000,12.0000,radio/TV
766.0000,31.0000,male,1.0000,own,little,little,3108.0000,30.0000,furniture/equipment
767.0000,31.0000,female,2.0000,rent,nan,nan,2901.0000,10.0000,car
768.0000,28.0000,male,2.0000,rent,little,moderate,3617.0000,12.0000,furniture/equipment
769.0000,63.0000,male,1.0000,own,little,nan,1655.0000,12.0000,radio/TV
770.0000,26.0000,female,2.0000,rent,nan,little,2812.0000,24.0000,car
772.0000,36.0000,male,3.0000,own,little,nan,3275.0000,21.0000,car
773.0000,52.0000,male,2.0000,own,moderate,nan,2223.0000,24.0000,radio/TV
775.0000,25.0000,female,2.0000,rent,nan,little,1371.0000,24.0000,car
776.0000,37.0000,male,2.0000,own,little,nan,3535.0000,36.0000,car
777.0000,25.0000,female,2.0000,own,little,little,3509.0000,18.0000,radio/TV
778.0000,38.0000,male,3.0000,own,rich,nan,5711.0000,36.0000,car
779.0000,67.0000,female,2.0000,own,little,moderate,3872.0000,18.0000,repairs
780.0000,25.0000,male,2.0000,own,little,moderate,4933.0000,39.0000,radio/TV
781.0000,60.0000,male,2.0000,own,rich,nan,1940.0000,24.0000,car
782.0000,31.0000,male,1.0000,own,little,moderate,1410.0000,12.0000,education
783.0000,23.0000,female,1.0000,own,moderate,moderate,836.0000,12.0000,car
785.0000,35.0000,male,1.0000,own,rich,moderate,1941.0000,18.0000,business
786.0000,40.0000,male,2.0000,own,quite rich,nan,2675.0000,22.0000,radio/TV
787.0000,38.0000,male,2.0000,own,nan,nan,2751.0000,48.0000,car
788.0000,50.0000,male,2.0000,free,little,moderate,6224.0000,48.0000,education
789.0000,27.0000,male,2.0000,own,little,little,5998.0000,40.0000,education
790.0000,39.0000,female,2.0000,own,little,moderate,1188.0000,21.0000,business
791.0000,41.0000,male,3.0000,own,nan,nan,6313.0000,24.0000,car
792.0000,27.0000,male,2.0000,own,nan,nan,1221.0000,6.0000,furniture/equipment
793.0000,51.0000,male,2.0000,free,little,rich,2892.0000,24.0000,furniture/equipment
794.0000,32.0000,male,2.0000,rent,quite rich,nan,3062.0000,24.0000,furniture/equipment
795.0000,22.0000,female,2.0000,rent,moderate,nan,2301.0000,9.0000,furniture/equipment
