"age;""job"";""marital"";""education"";""default"";""balance"";""housing"";""loan"";""contact"";""day"";""month"";""duration"";""campaign"";""pdays"";""previous"";""poutcome"";""y"""
"35;""blue-collar"";""married"";""secondary"";""no"";1949;""yes"";""no"";""unknown"";2;""jun"";200;3;-1;0;""unknown"";""no"""
"41;""technician"";""married"";""secondary"";""no"";0;""no"";""no"";""unknown"";2;""jun"";157;3;-1;0;""unknown"";""no"""
"35;""services"";""married"";""tertiary"";""no"";0;""yes"";""no"";""unknown"";2;""jun"";312;2;-1;0;""unknown"";""no"""
"45;""services"";""married"";""secondary"";""no"";75;""yes"";""yes"";""unknown"";2;""jun"";222;2;-1;0;""unknown"";""no"""
"47;""technician"";""married"";""primary"";""no"";1375;""yes"";""yes"";""unknown"";2;""jun"";218;2;-1;0;""unknown"";""no"""
"44;""blue-collar"";""married"";""primary"";""no"";3433;""yes"";""no"";""unknown"";2;""jun"";548;8;-1;0;""unknown"";""no"""
"45;""self-employed"";""married"";""secondary"";""no"";976;""yes"";""no"";""unknown"";2;""jun"";176;4;-1;0;""unknown"";""no"""
"40;""services"";""divorced"";""primary"";""no"";1937;""yes"";""no"";""unknown"";2;""jun"";86;1;-1;0;""unknown"";""no"""
"58;""self-employed"";""divorced"";""tertiary"";""no"";3;""yes"";""yes"";""unknown"";2;""jun"";129;4;-1;0;""unknown"";""no"""
"44;""blue-collar"";""married"";""primary"";""no"";417;""yes"";""no"";""unknown"";2;""jun"";322;5;-1;0;""unknown"";""no"""
"35;""management"";""single"";""tertiary"";""no"";1273;""yes"";""no"";""unknown"";2;""jun"";111;3;-1;0;""unknown"";""no"""
"35;""blue-collar"";""married"";""primary"";""no"";456;""yes"";""no"";""unknown"";2;""jun"";71;1;-1;0;""unknown"";""no"""
"29;""admin."";""married"";""secondary"";""no"";301;""yes"";""no"";""unknown"";2;""jun"";150;5;-1;0;""unknown"";""no"""
"36;""management"";""single"";""tertiary"";""no"";4543;""yes"";""no"";""unknown"";2;""jun"";252;5;-1;0;""unknown"";""no"""
"35;""services"";""single"";""secondary"";""no"";257;""yes"";""no"";""unknown"";2;""jun"";518;1;-1;0;""unknown"";""no"""
"28;""services"";""married"";""secondary"";""no"";3019;""no"";""no"";""unknown"";2;""jun"";303;2;-1;0;""unknown"";""no"""
"38;""blue-collar"";""married"";""primary"";""no"";-537;""yes"";""no"";""unknown"";2;""jun"";171;1;-1;0;""unknown"";""no"""
"39;""technician"";""married"";""secondary"";""no"";-295;""yes"";""no"";""unknown"";2;""jun"";288;1;-1;0;""unknown"";""no"""
"53;""management"";""married"";""tertiary"";""no"";6525;""yes"";""no"";""unknown"";2;""jun"";73;3;-1;0;""unknown"";""no"""
"28;""blue-collar"";""married"";""primary"";""no"";-511;""yes"";""no"";""unknown"";2;""jun"";82;1;-1;0;""unknown"";""no"""
"26;""technician"";""single"";""secondary"";""no"";2610;""yes"";""yes"";""unknown"";2;""jun"";626;1;-1;0;""unknown"";""no"""
"48;""unemployed"";""married"";""primary"";""no"";1849;""yes"";""no"";""unknown"";2;""jun"";345;3;-1;0;""unknown"";""no"""
"42;""management"";""married"";""unknown"";""no"";342;""yes"";""no"";""unknown"";2;""jun"";156;5;-1;0;""unknown"";""no"""
"45;""blue-collar"";""married"";""primary"";""no"";816;""yes"";""no"";""unknown"";2;""jun"";80;3;-1;0;""unknown"";""no"""
"28;""management"";""single"";""tertiary"";""no"";6321;""yes"";""no"";""unknown"";2;""jun"";204;5;-1;0;""unknown"";""no"""
"54;""self-employed"";""married"";""primary"";""no"";277;""yes"";""no"";""unknown"";2;""jun"";360;3;-1;0;""unknown"";""no"""
"29;""blue-collar"";""married"";""secondary"";""no"";1492;""yes"";""no"";""unknown"";2;""jun"";267;10;-1;0;""unknown"";""no"""
"59;""blue-collar"";""married"";""secondary"";""no"";475;""yes"";""yes"";""unknown"";2;""jun"";290;1;-1;0;""unknown"";""no"""
"53;""blue-collar"";""married"";""secondary"";""no"";-711;""yes"";""no"";""unknown"";2;""jun"";198;1;-1;0;""unknown"";""no"""
"38;""housemaid"";""single"";""secondary"";""no"";113;""yes"";""no"";""unknown"";2;""jun"";98;4;-1;0;""unknown"";""no"""
"32;""blue-collar"";""single"";""secondary"";""no"";-691;""yes"";""yes"";""unknown"";2;""jun"";53;1;-1;0;""unknown"";""no"""
"31;""blue-collar"";""married"";""primary"";""no"";2198;""no"";""no"";""unknown"";2;""jun"";532;2;-1;0;""unknown"";""no"""
"49;""services"";""married"";""secondary"";""no"";180;""yes"";""yes"";""unknown"";2;""jun"";392;3;-1;0;""unknown"";""no"""
"58;""technician"";""married"";""secondary"";""no"";2073;""no"";""no"";""unknown"";2;""jun"";393;3;-1;0;""unknown"";""no"""
"32;""blue-collar"";""divorced"";""secondary"";""no"";0;""yes"";""no"";""unknown"";2;""jun"";746;2;-1;0;""unknown"";""no"""
"39;""housemaid"";""married"";""secondary"";""no"";4136;""yes"";""no"";""unknown"";2;""jun"";142;3;-1;0;""unknown"";""no"""
"36;""blue-collar"";""married"";""secondary"";""yes"";-2;""no"";""no"";""unknown"";2;""jun"";316;1;-1;0;""unknown"";""no"""
"35;""management"";""married"";""tertiary"";""no"";2387;""yes"";""yes"";""unknown"";2;""jun"";289;2;-1;0;""unknown"";""no"""
"33;""technician"";""married"";""tertiary"";""no"";2364;""yes"";""no"";""unknown"";2;""jun"";154;2;-1;0;""unknown"";""no"""
"51;""blue-collar"";""married"";""unknown"";""no"";0;""no"";""no"";""unknown"";2;""jun"";61;7;-1;0;""unknown"";""no"""
"34;""blue-collar"";""married"";""primary"";""no"";1090;""yes"";""no"";""unknown"";2;""jun"";130;2;-1;0;""unknown"";""no"""
"40;""entrepreneur"";""divorced"";""unknown"";""no"";2418;""yes"";""yes"";""unknown"";2;""jun"";181;16;-1;0;""unknown"";""no"""
"33;""admin."";""divorced"";""primary"";""no"";1416;""yes"";""no"";""unknown"";2;""jun"";239;4;-1;0;""unknown"";""no"""
"35;""blue-collar"";""married"";""primary"";""no"";828;""no"";""no"";""unknown"";2;""jun"";468;8;-1;0;""unknown"";""no"""
"58;""retired"";""married"";""secondary"";""no"";1604;""yes"";""no"";""unknown"";2;""jun"";358;3;-1;0;""unknown"";""no"""
"41;""admin."";""married"";""secondary"";""no"";-18;""yes"";""yes"";""unknown"";2;""jun"";83;6;-1;0;""unknown"";""no"""
"43;""management"";""divorced"";""tertiary"";""no"";1;""yes"";""yes"";""unknown"";2;""jun"";28;8;-1;0;""unknown"";""no"""
"59;""blue-collar"";""married"";""secondary"";""no"";104;""yes"";""no"";""unknown"";2;""jun"";92;5;-1;0;""unknown"";""no"""
"50;""blue-collar"";""married"";""primary"";""no"";33;""yes"";""no"";""unknown"";2;""jun"";134;8;-1;0;""unknown"";""no"""
"58;""admin."";""married"";""secondary"";""no"";3496;""yes"";""no"";""unknown"";2;""jun"";111;4;-1;0;""unknown"";""no"""
"55;""unemployed"";""married"";""secondary"";""yes"";1108;""yes"";""yes"";""unknown"";2;""jun"";75;4;-1;0;""unknown"";""no"""
"44;""blue-collar"";""single"";""secondary"";""no"";-292;""yes"";""no"";""unknown"";2;""jun"";179;7;-1;0;""unknown"";""no"""
"37;""blue-collar"";""married"";""unknown"";""no"";-1050;""yes"";""no"";""unknown"";2;""jun"";548;2;-1;0;""unknown"";""no"""
"37;""blue-collar"";""married"";""secondary"";""no"";954;""yes"";""no"";""unknown"";2;""jun"";402;9;-1;0;""unknown"";""no"""
"33;""student"";""single"";""tertiary"";""no"";3404;""yes"";""no"";""unknown"";2;""jun"";312;3;-1;0;""unknown"";""no"""
"51;""entrepreneur"";""married"";""secondary"";""no"";0;""yes"";""yes"";""unknown"";2;""jun"";184;5;-1;0;""unknown"";""no"""
"43;""blue-collar"";""married"";""secondary"";""no"";4309;""yes"";""no"";""unknown"";2;""jun"";43;15;-1;0;""unknown"";""no"""
"42;""management"";""married"";""secondary"";""no"";12282;""yes"";""no"";""unknown"";2;""jun"";984;4;-1;0;""unknown"";""no"""
"39;""management"";""married"";""primary"";""no"";13;""no"";""no"";""unknown"";2;""jun"";59;4;-1;0;""unknown"";""no"""
"42;""admin."";""married"";""secondary"";""no"";6445;""yes"";""no"";""unknown"";2;""jun"";20;8;-1;0;""unknown"";""no"""
"40;""unemployed"";""married"";""secondary"";""no"";1960;""yes"";""no"";""unknown"";2;""jun"";605;6;-1;0;""unknown"";""yes"""
"42;""blue-collar"";""married"";""secondary"";""no"";130;""no"";""no"";""unknown"";2;""jun"";180;3;-1;0;""unknown"";""no"""
"52;""technician"";""married"";""secondary"";""no"";930;""yes"";""no"";""unknown"";2;""jun"";94;16;-1;0;""unknown"";""no"""
"44;""management"";""divorced"";""tertiary"";""yes"";-411;""yes"";""no"";""unknown"";2;""jun"";432;4;-1;0;""unknown"";""yes"""
"60;""technician"";""divorced"";""secondary"";""no"";11615;""yes"";""no"";""unknown"";3;""jun"";70;10;-1;0;""unknown"";""no"""
"36;""management"";""single"";""tertiary"";""no"";3139;""no"";""no"";""unknown"";3;""jun"";182;5;-1;0;""unknown"";""no"""
"39;""blue-collar"";""single"";""primary"";""no"";-360;""yes"";""no"";""unknown"";3;""jun"";209;2;-1;0;""unknown"";""no"""
"45;""admin."";""divorced"";""secondary"";""no"";-121;""yes"";""no"";""unknown"";3;""jun"";197;5;-1;0;""unknown"";""no"""
"47;""services"";""married"";""secondary"";""no"";344;""yes"";""no"";""unknown"";3;""jun"";87;1;-1;0;""unknown"";""no"""
"54;""admin."";""single"";""secondary"";""no"";2423;""no"";""no"";""unknown"";3;""jun"";75;4;-1;0;""unknown"";""no"""
"51;""technician"";""married"";""secondary"";""no"";1186;""yes"";""no"";""unknown"";3;""jun"";450;3;-1;0;""unknown"";""no"""
"39;""blue-collar"";""single"";""secondary"";""no"";277;""yes"";""no"";""unknown"";3;""jun"";20;8;-1;0;""unknown"";""no"""
"49;""admin."";""single"";""secondary"";""no"";-1193;""yes"";""yes"";""unknown"";3;""jun"";73;1;-1;0;""unknown"";""no"""
"58;""management"";""married"";""tertiary"";""no"";107;""yes"";""no"";""unknown"";3;""jun"";55;1;-1;0;""unknown"";""no"""
"28;""services"";""married"";""secondary"";""no"";468;""yes"";""yes"";""unknown"";3;""jun"";222;1;-1;0;""unknown"";""no"""
"43;""blue-collar"";""married"";""primary"";""no"";-872;""yes"";""yes"";""unknown"";3;""jun"";267;1;-1;0;""unknown"";""no"""
"55;""services"";""married"";""secondary"";""no"";1695;""yes"";""no"";""unknown"";3;""jun"";69;2;-1;0;""unknown"";""no"""
"31;""technician"";""married"";""secondary"";""no"";-292;""yes"";""yes"";""unknown"";3;""jun"";186;1;-1;0;""unknown"";""no"""
"41;""admin."";""single"";""secondary"";""no"";734;""yes"";""no"";""unknown"";3;""jun"";332;3;-1;0;""unknown"";""no"""
"25;""admin."";""single"";""secondary"";""no"";120;""yes"";""no"";""unknown"";3;""jun"";542;1;-1;0;""unknown"";""no"""
"37;""management"";""married"";""tertiary"";""no"";1125;""yes"";""no"";""unknown"";3;""jun"";301;1;-1;0;""unknown"";""no"""
"42;""management"";""married"";""tertiary"";""no"";255;""yes"";""yes"";""unknown"";3;""jun"";238;2;-1;0;""unknown"";""no"""
"30;""admin."";""married"";""secondary"";""yes"";-938;""yes"";""no"";""unknown"";3;""jun"";438;1;-1;0;""unknown"";""no"""
"42;""technician"";""single"";""unknown"";""no"";344;""yes"";""no"";""unknown"";3;""jun"";26;7;-1;0;""unknown"";""no"""
"37;""technician"";""divorced"";""secondary"";""no"";1772;""no"";""no"";""unknown"";3;""jun"";202;1;-1;0;""unknown"";""no"""
"31;""unemployed"";""married"";""secondary"";""no"";86;""yes"";""yes"";""unknown"";3;""jun"";963;2;-1;0;""unknown"";""yes"""
"51;""management"";""married"";""tertiary"";""no"";1355;""yes"";""no"";""unknown"";3;""jun"";272;1;-1;0;""unknown"";""no"""
"54;""blue-collar"";""divorced"";""unknown"";""no"";1545;""yes"";""no"";""unknown"";3;""jun"";148;2;-1;0;""unknown"";""no"""
"25;""blue-collar"";""married"";""primary"";""yes"";-589;""yes"";""no"";""unknown"";3;""jun"";233;1;-1;0;""unknown"";""no"""
"21;""unemployed"";""married"";""secondary"";""no"";2062;""yes"";""no"";""unknown"";3;""jun"";103;1;-1;0;""unknown"";""no"""
"35;""admin."";""single"";""secondary"";""no"";182;""yes"";""no"";""unknown"";3;""jun"";117;1;-1;0;""unknown"";""no"""
"28;""blue-collar"";""married"";""secondary"";""no"";0;""yes"";""yes"";""unknown"";3;""jun"";210;1;-1;0;""unknown"";""no"""
"30;""services"";""married"";""secondary"";""no"";227;""no"";""yes"";""unknown"";3;""jun"";23;1;-1;0;""unknown"";""no"""
"54;""management"";""single"";""tertiary"";""no"";0;""yes"";""no"";""unknown"";3;""jun"";68;1;-1;0;""unknown"";""no"""
"36;""housemaid"";""married"";""primary"";""no"";191;""yes"";""no"";""unknown"";3;""jun"";132;1;-1;0;""unknown"";""no"""
"42;""blue-collar"";""married"";""primary"";""no"";187;""yes"";""no"";""unknown"";3;""jun"";43;1;-1;0;""unknown"";""no"""
"42;""services"";""married"";""secondary"";""no"";3689;""yes"";""no"";""unknown"";3;""jun"";363;1;-1;0;""unknown"";""no"""
"40;""blue-collar"";""married"";""secondary"";""no"";-605;""yes"";""yes"";""unknown"";3;""jun"";143;1;-1;0;""unknown"";""no"""
"49;""blue-collar"";""married"";""primary"";""no"";2068;""yes"";""no"";""unknown"";3;""jun"";45;1;-1;0;""unknown"";""no"""
"41;""self-employed"";""married"";""secondary"";""no"";2812;""yes"";""no"";""unknown"";3;""jun"";447;1;-1;0;""unknown"";""no"""
"48;""technician"";""divorced"";""secondary"";""no"";-154;""no"";""no"";""unknown"";3;""jun"";342;3;-1;0;""unknown"";""no"""
"50;""management"";""married"";""tertiary"";""no"";1854;""yes"";""yes"";""unknown"";3;""jun"";119;2;-1;0;""unknown"";""no"""
"46;""blue-collar"";""married"";""primary"";""no"";596;""yes"";""no"";""unknown"";3;""jun"";404;13;-1;0;""unknown"";""no"""
"48;""services"";""married"";""secondary"";""no"";2877;""yes"";""no"";""unknown"";3;""jun"";157;1;-1;0;""unknown"";""no"""
"47;""blue-collar"";""married"";""primary"";""no"";-127;""yes"";""no"";""unknown"";3;""jun"";170;3;-1;0;""unknown"";""no"""
"37;""self-employed"";""married"";""tertiary"";""no"";1510;""yes"";""no"";""unknown"";3;""jun"";88;2;-1;0;""unknown"";""no"""
"40;""self-employed"";""married"";""secondary"";""yes"";-754;""yes"";""yes"";""unknown"";3;""jun"";941;3;-1;0;""unknown"";""yes"""
"55;""admin."";""divorced"";""secondary"";""no"";873;""yes"";""yes"";""unknown"";3;""jun"";131;1;-1;0;""unknown"";""no"""
"36;""blue-collar"";""married"";""secondary"";""no"";13;""no"";""no"";""unknown"";3;""jun"";284;1;-1;0;""unknown"";""no"""
"45;""retired"";""married"";""primary"";""no"";0;""no"";""no"";""unknown"";3;""jun"";290;1;-1;0;""unknown"";""no"""
"44;""blue-collar"";""married"";""secondary"";""no"";3813;""yes"";""no"";""unknown"";3;""jun"";771;1;-1;0;""unknown"";""no"""
"43;""entrepreneur"";""married"";""secondary"";""no"";0;""no"";""no"";""unknown"";3;""jun"";1025;7;-1;0;""unknown"";""yes"""
"37;""blue-collar"";""married"";""secondary"";""yes"";-399;""yes"";""yes"";""unknown"";3;""jun"";21;3;-1;0;""unknown"";""no"""
"35;""blue-collar"";""married"";""secondary"";""no"";412;""yes"";""no"";""unknown"";3;""jun"";316;1;-1;0;""unknown"";""no"""
"26;""management"";""single"";""tertiary"";""no"";-630;""yes"";""yes"";""unknown"";3;""jun"";192;2;-1;0;""unknown"";""no"""
"34;""blue-collar"";""single"";""unknown"";""no"";6141;""yes"";""no"";""unknown"";3;""jun"";145;1;-1;0;""unknown"";""no"""
"46;""blue-collar"";""married"";""secondary"";""no"";572;""yes"";""no"";""unknown"";3;""jun"";288;2;-1;0;""unknown"";""no"""
"24;""blue-collar"";""married"";""secondary"";""no"";1073;""yes"";""no"";""unknown"";3;""jun"";569;2;-1;0;""unknown"";""no"""
"36;""blue-collar"";""married"";""secondary"";""no"";16402;""yes"";""no"";""unknown"";3;""jun"";406;3;-1;0;""unknown"";""no"""
"48;""services"";""divorced"";""secondary"";""no"";4408;""yes"";""no"";""unknown"";3;""jun"";106;6;-1;0;""unknown"";""no"""
"30;""management"";""single"";""tertiary"";""no"";218;""no"";""no"";""unknown"";3;""jun"";75;1;-1;0;""unknown"";""no"""
"38;""technician"";""married"";""secondary"";""no"";27;""yes"";""no"";""unknown"";3;""jun"";404;4;-1;0;""unknown"";""no"""
"23;""blue-collar"";""single"";""secondary"";""no"";1311;""yes"";""no"";""unknown"";3;""jun"";100;3;-1;0;""unknown"";""no"""
"35;""blue-collar"";""married"";""secondary"";""no"";11;""no"";""no"";""unknown"";3;""jun"";32;3;-1;0;""unknown"";""no"""
"40;""blue-collar"";""married"";""primary"";""no"";1698;""yes"";""yes"";""unknown"";3;""jun"";240;5;-1;0;""unknown"";""no"""
"44;""admin."";""married"";""tertiary"";""no"";1588;""yes"";""no"";""unknown"";3;""jun"";84;15;-1;0;""unknown"";""no"""
"37;""management"";""married"";""secondary"";""no"";341;""no"";""no"";""unknown"";3;""jun"";120;2;-1;0;""unknown"";""no"""
"32;""blue-collar"";""married"";""secondary"";""no"";1780;""yes"";""yes"";""unknown"";3;""jun"";238;6;-1;0;""unknown"";""no"""
"47;""admin."";""married"";""secondary"";""no"";0;""no"";""no"";""unknown"";3;""jun"";110;2;-1;0;""unknown"";""no"""
"37;""services"";""single"";""secondary"";""no"";278;""yes"";""no"";""unknown"";3;""jun"";1045;3;-1;0;""unknown"";""yes"""
"32;""admin."";""married"";""secondary"";""no"";277;""yes"";""no"";""unknown"";3;""jun"";231;12;-1;0;""unknown"";""no"""
"28;""blue-collar"";""married"";""secondary"";""no"";269;""yes"";""no"";""unknown"";3;""jun"";615;1;-1;0;""unknown"";""no"""
"41;""blue-collar"";""divorced"";""secondary"";""no"";47;""yes"";""no"";""unknown"";3;""jun"";85;1;-1;0;""unknown"";""no"""
"47;""management"";""divorced"";""tertiary"";""no"";17964;""yes"";""no"";""unknown"";3;""jun"";165;2;-1;0;""unknown"";""no"""
"40;""management"";""single"";""tertiary"";""no"";1820;""yes"";""yes"";""unknown"";3;""jun"";173;3;-1;0;""unknown"";""no"""
"43;""entrepreneur"";""married"";""tertiary"";""no"";2589;""no"";""no"";""unknown"";3;""jun"";38;3;-1;0;""unknown"";""no"""
"48;""services"";""single"";""secondary"";""no"";3778;""yes"";""no"";""unknown"";3;""jun"";46;6;-1;0;""unknown"";""no"""
"25;""technician"";""single"";""secondary"";""no"";-80;""yes"";""yes"";""unknown"";3;""jun"";89;1;-1;0;""unknown"";""no"""
"35;""blue-collar"";""married"";""unknown"";""no"";56;""yes"";""no"";""unknown"";3;""jun"";130;1;-1;0;""unknown"";""no"""
"31;""services"";""single"";""secondary"";""no"";124;""yes"";""no"";""unknown"";3;""jun"";154;4;-1;0;""unknown"";""no"""
"23;""services"";""single"";""secondary"";""no"";425;""yes"";""no"";""unknown"";3;""jun"";768;1;-1;0;""unknown"";""yes"""
"26;""technician"";""married"";""tertiary"";""no"";-488;""yes"";""no"";""unknown"";3;""jun"";320;1;-1;0;""unknown"";""no"""
"25;""management"";""married"";""primary"";""no"";168;""yes"";""no"";""unknown"";3;""jun"";801;1;-1;0;""unknown"";""yes"""
"31;""entrepreneur"";""single"";""tertiary"";""no"";0;""no"";""no"";""unknown"";3;""jun"";31;5;-1;0;""unknown"";""no"""
"32;""technician"";""single"";""secondary"";""no"";258;""no"";""no"";""unknown"";3;""jun"";114;3;-1;0;""unknown"";""no"""
"39;""entrepreneur"";""divorced"";""tertiary"";""no"";208;""yes"";""no"";""unknown"";3;""jun"";201;2;-1;0;""unknown"";""no"""
"26;""blue-collar"";""single"";""secondary"";""yes"";-36;""yes"";""no"";""unknown"";3;""jun"";482;2;-1;0;""unknown"";""yes"""
"44;""services"";""married"";""secondary"";""no"";-1621;""yes"";""yes"";""unknown"";3;""jun"";171;5;-1;0;""unknown"";""no"""
"37;""services"";""married"";""secondary"";""no"";1325;""no"";""no"";""unknown"";3;""jun"";72;3;-1;0;""unknown"";""no"""
"26;""blue-collar"";""single"";""secondary"";""no"";17891;""yes"";""no"";""unknown"";3;""jun"";239;1;-1;0;""unknown"";""no"""
"31;""blue-collar"";""divorced"";""secondary"";""no"";-306;""no"";""no"";""unknown"";3;""jun"";137;2;-1;0;""unknown"";""no"""
"44;""blue-collar"";""married"";""primary"";""no"";1066;""yes"";""no"";""unknown"";3;""jun"";25;1;-1;0;""unknown"";""no"""
"57;""technician"";""divorced"";""secondary"";""no"";910;""yes"";""no"";""unknown"";3;""jun"";183;2;-1;0;""unknown"";""no"""
"41;""blue-collar"";""divorced"";""primary"";""no"";2195;""yes"";""no"";""unknown"";3;""jun"";211;5;-1;0;""unknown"";""no"""
"37;""admin."";""married"";""unknown"";""no"";2236;""yes"";""no"";""unknown"";3;""jun"";495;2;-1;0;""unknown"";""no"""
"39;""management"";""single"";""secondary"";""no"";1623;""yes"";""no"";""unknown"";3;""jun"";348;2;-1;0;""unknown"";""no"""
"34;""blue-collar"";""single"";""primary"";""no"";246;""no"";""no"";""unknown"";3;""jun"";81;5;-1;0;""unknown"";""no"""
"38;""management"";""married"";""tertiary"";""no"";980;""no"";""no"";""unknown"";3;""jun"";662;5;-1;0;""unknown"";""no"""
"34;""admin."";""single"";""secondary"";""no"";1254;""no"";""no"";""unknown"";3;""jun"";87;3;-1;0;""unknown"";""no"""
"45;""services"";""single"";""primary"";""no"";1893;""yes"";""no"";""unknown"";3;""jun"";1259;6;-1;0;""unknown"";""yes"""
"45;""admin."";""married"";""secondary"";""no"";-547;""yes"";""no"";""unknown"";3;""jun"";214;2;-1;0;""unknown"";""no"""
"39;""blue-collar"";""married"";""primary"";""no"";766;""yes"";""no"";""unknown"";3;""jun"";350;3;-1;0;""unknown"";""no"""
"58;""technician"";""married"";""unknown"";""no"";-205;""yes"";""no"";""unknown"";3;""jun"";497;2;-1;0;""unknown"";""no"""
"28;""services"";""single"";""primary"";""no"";302;""no"";""no"";""unknown"";3;""jun"";248;9;-1;0;""unknown"";""no"""
"28;""admin."";""married"";""secondary"";""no"";1582;""yes"";""no"";""unknown"";3;""jun"";816;2;-1;0;""unknown"";""no"""
"38;""blue-collar"";""married"";""secondary"";""no"";284;""yes"";""yes"";""unknown"";3;""jun"";1030;6;-1;0;""unknown"";""no"""
"57;""retired"";""married"";""unknown"";""no"";316;""yes"";""no"";""unknown"";3;""jun"";72;8;-1;0;""unknown"";""no"""
"58;""management"";""divorced"";""tertiary"";""no"";50;""yes"";""no"";""unknown"";3;""jun"";109;4;-1;0;""unknown"";""no"""
"39;""admin."";""married"";""secondary"";""no"";46;""no"";""no"";""unknown"";3;""jun"";187;2;-1;0;""unknown"";""no"""
"29;""admin."";""single"";""unknown"";""no"";2083;""yes"";""no"";""unknown"";3;""jun"";94;2;-1;0;""unknown"";""no"""
"41;""management"";""single"";""tertiary"";""no"";256;""yes"";""no"";""unknown"";3;""jun"";140;6;-1;0;""unknown"";""no"""
"55;""unknown"";""married"";""secondary"";""yes"";-208;""yes"";""no"";""unknown"";3;""jun"";148;2;-1;0;""unknown"";""no"""
"28;""blue-collar"";""married"";""secondary"";""no"";228;""yes"";""no"";""unknown"";3;""jun"";328;9;-1;0;""unknown"";""no"""
"49;""blue-collar"";""married"";""primary"";""no"";387;""yes"";""yes"";""unknown"";3;""jun"";67;5;-1;0;""unknown"";""no"""
"50;""admin."";""divorced"";""secondary"";""no"";3043;""yes"";""no"";""unknown"";3;""jun"";113;4;-1;0;""unknown"";""no"""
"27;""student"";""single"";""secondary"";""no"";298;""yes"";""no"";""unknown"";3;""jun"";52;1;-1;0;""unknown"";""no"""
"41;""technician"";""married"";""secondary"";""no"";3;""yes"";""yes"";""unknown"";3;""jun"";197;3;-1;0;""unknown"";""no"""
"33;""blue-collar"";""married"";""secondary"";""no"";-409;""yes"";""no"";""unknown"";3;""jun"";235;3;-1;0;""unknown"";""no"""
"34;""management"";""divorced"";""tertiary"";""no"";224;""no"";""no"";""unknown"";3;""jun"";120;11;-1;0;""unknown"";""no"""
"30;""technician"";""single"";""secondary"";""no"";3107;""yes"";""no"";""unknown"";3;""jun"";1516;2;-1;0;""unknown"";""no"""
"51;""blue-collar"";""married"";""primary"";""no"";303;""yes"";""no"";""unknown"";3;""jun"";87;7;-1;0;""unknown"";""no"""
"32;""technician"";""single"";""tertiary"";""no"";6281;""yes"";""no"";""unknown"";3;""jun"";1336;4;-1;0;""unknown"";""yes"""
"33;""management"";""married"";""tertiary"";""no"";982;""no"";""no"";""unknown"";4;""jun"";735;17;-1;0;""unknown"";""no"""
"48;""blue-collar"";""single"";""primary"";""no"";1938;""yes"";""no"";""unknown"";4;""jun"";407;1;-1;0;""unknown"";""no"""
"59;""management"";""divorced"";""tertiary"";""no"";1611;""yes"";""no"";""unknown"";4;""jun"";107;2;-1;0;""unknown"";""no"""
"24;""blue-collar"";""married"";""secondary"";""no"";-389;""yes"";""yes"";""unknown"";4;""jun"";1242;1;-1;0;""unknown"";""yes"""
"52;""admin."";""divorced"";""secondary"";""no"";2002;""no"";""no"";""unknown"";4;""jun"";103;4;-1;0;""unknown"";""no"""
"43;""technician"";""divorced"";""secondary"";""no"";365;""yes"";""no"";""unknown"";4;""jun"";406;2;-1;0;""unknown"";""no"""
"30;""admin."";""divorced"";""secondary"";""no"";377;""yes"";""no"";""unknown"";4;""jun"";524;15;-1;0;""unknown"";""yes"""
"59;""retired"";""divorced"";""secondary"";""no"";284;""no"";""yes"";""unknown"";4;""jun"";265;2;-1;0;""unknown"";""no"""
"60;""retired"";""married"";""primary"";""no"";1664;""yes"";""no"";""unknown"";4;""jun"";142;2;-1;0;""unknown"";""no"""
"35;""management"";""married"";""tertiary"";""no"";5057;""yes"";""no"";""unknown"";4;""jun"";193;10;-1;0;""unknown"";""no"""
"28;""management"";""single"";""tertiary"";""no"";4013;""yes"";""no"";""unknown"";4;""jun"";386;1;-1;0;""unknown"";""no"""
"26;""services"";""married"";""secondary"";""no"";-285;""yes"";""yes"";""unknown"";4;""jun"";279;1;-1;0;""unknown"";""no"""
"24;""technician"";""single"";""secondary"";""no"";2019;""yes"";""no"";""unknown"";4;""jun"";1045;1;-1;0;""unknown"";""no"""
"23;""blue-collar"";""single"";""primary"";""no"";145;""yes"";""no"";""unknown"";4;""jun"";1519;1;-1;0;""unknown"";""no"""
"35;""entrepreneur"";""married"";""secondary"";""no"";2008;""no"";""no"";""unknown"";4;""jun"";178;6;-1;0;""unknown"";""no"""
"22;""student"";""single"";""secondary"";""no"";111;""yes"";""no"";""unknown"";4;""jun"";89;1;-1;0;""unknown"";""no"""
"24;""admin."";""married"";""secondary"";""no"";262;""yes"";""no"";""unknown"";4;""jun"";69;3;-1;0;""unknown"";""no"""
"25;""management"";""single"";""tertiary"";""no"";493;""yes"";""no"";""unknown"";4;""jun"";301;1;-1;0;""unknown"";""no"""
"25;""blue-collar"";""single"";""secondary"";""no"";2;""no"";""no"";""unknown"";4;""jun"";264;2;-1;0;""unknown"";""no"""
"24;""student"";""single"";""secondary"";""no"";2726;""yes"";""no"";""unknown"";4;""jun"";283;1;-1;0;""unknown"";""no"""
"27;""technician"";""married"";""secondary"";""no"";1103;""no"";""no"";""unknown"";4;""jun"";123;1;-1;0;""unknown"";""no"""
"27;""blue-collar"";""married"";""secondary"";""no"";-335;""yes"";""yes"";""unknown"";4;""jun"";324;1;-1;0;""unknown"";""no"""
