age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
59.0000,admin.,single,secondary,no,2166.0000,yes,yes,cellular,7.0000,may,574.0000,1.0000,-1.0000,0.0000,unknown,yes
44.0000,blue-collar,married,primary,no,4031.0000,yes,no,cellular,7.0000,may,983.0000,4.0000,-1.0000,0.0000,unknown,yes
51.0000,technician,married,secondary,no,-1944.0000,yes,no,cellular,7.0000,may,623.0000,1.0000,-1.0000,0.0000,unknown,yes
60.0000,blue-collar,married,unknown,no,2090.0000,yes,no,cellular,7.0000,may,957.0000,2.0000,-1.0000,0.0000,unknown,yes
26.0000,blue-collar,single,secondary,no,311.0000,yes,no,cellular,7.0000,may,798.0000,2.0000,-1.0000,0.0000,unknown,yes
39.0000,blue-collar,married,secondary,no,62.0000,yes,no,cellular,7.0000,may,877.0000,3.0000,-1.0000,0.0000,unknown,yes
39.0000,technician,divorced,secondary,no,291.0000,yes,no,cellular,7.0000,may,882.0000,2.0000,-1.0000,0.0000,unknown,yes
23.0000,technician,single,secondary,no,4.0000,yes,no,cellular,8.0000,may,763.0000,1.0000,-1.0000,0.0000,unknown,yes
32.0000,blue-collar,married,secondary,no,333.0000,yes,no,cellular,8.0000,may,501.0000,2.0000,-1.0000,0.0000,unknown,yes
29.0000,management,single,tertiary,no,3041.0000,yes,no,cellular,8.0000,may,606.0000,3.0000,-1.0000,0.0000,unknown,yes
42.0000,management,married,tertiary,no,4.0000,yes,no,cellular,8.0000,may,579.0000,2.0000,295.0000,1.0000,success,yes
47.0000,blue-collar,divorced,primary,no,603.0000,yes,yes,cellular,8.0000,may,1080.0000,1.0000,-1.0000,0.0000,unknown,yes
36.0000,management,married,tertiary,no,0.0000,yes,no,cellular,8.0000,may,308.0000,3.0000,-1.0000,0.0000,unknown,yes
36.0000,technician,single,tertiary,no,962.0000,yes,no,cellular,8.0000,may,568.0000,1.0000,-1.0000,0.0000,unknown,yes
53.0000,technician,single,tertiary,no,185.0000,yes,no,cellular,8.0000,may,1448.0000,2.0000,-1.0000,0.0000,unknown,yes
56.0000,blue-collar,divorced,primary,no,-9.0000,yes,yes,cellular,8.0000,may,728.0000,1.0000,-1.0000,0.0000,unknown,yes
33.0000,admin.,divorced,tertiary,no,891.0000,no,no,cellular,8.0000,may,398.0000,2.0000,-1.0000,0.0000,unknown,yes
38.0000,self-employed,single,tertiary,no,1612.0000,yes,no,cellular,8.0000,may,423.0000,1.0000,-1.0000,0.0000,unknown,yes
40.0000,self-employed,married,secondary,no,0.0000,yes,no,cellular,11.0000,may,657.0000,1.0000,-1.0000,0.0000,unknown,yes
24.0000,services,married,secondary,no,4500.0000,yes,no,cellular,11.0000,may,733.0000,2.0000,-1.0000,0.0000,unknown,yes
40.0000,services,married,secondary,no,-192.0000,yes,no,cellular,11.0000,may,666.0000,1.0000,-1.0000,0.0000,unknown,yes
40.0000,blue-collar,married,secondary,no,-438.0000,no,no,cellular,11.0000,may,1017.0000,1.0000,-1.0000,0.0000,unknown,yes
34.0000,services,single,secondary,no,-701.0000,yes,no,cellular,11.0000,may,610.0000,2.0000,-1.0000,0.0000,unknown,yes
36.0000,management,single,tertiary,no,1400.0000,yes,no,cellular,11.0000,may,608.0000,3.0000,-1.0000,0.0000,unknown,yes
39.0000,blue-collar,married,secondary,no,785.0000,yes,no,cellular,11.0000,may,1232.0000,2.0000,-1.0000,0.0000,unknown,yes
25.0000,student,single,primary,no,373.0000,yes,no,cellular,11.0000,may,819.0000,2.0000,-1.0000,0.0000,unknown,yes
41.0000,blue-collar,married,secondary,no,1236.0000,yes,no,cellular,11.0000,may,911.0000,3.0000,-1.0000,0.0000,unknown,yes
36.0000,admin.,divorced,secondary,no,-811.0000,yes,no,cellular,12.0000,may,365.0000,2.0000,-1.0000,0.0000,unknown,yes
34.0000,entrepreneur,married,primary,no,7279.0000,yes,no,cellular,12.0000,may,882.0000,1.0000,-1.0000,0.0000,unknown,yes
40.0000,blue-collar,married,secondary,no,1808.0000,yes,no,cellular,12.0000,may,560.0000,1.0000,-1.0000,0.0000,unknown,yes
31.0000,admin.,married,secondary,no,2.0000,yes,yes,cellular,12.0000,may,703.0000,4.0000,-1.0000,0.0000,unknown,yes
37.0000,blue-collar,married,primary,no,-106.0000,yes,yes,cellular,12.0000,may,690.0000,1.0000,-1.0000,0.0000,unknown,yes
58.0000,entrepreneur,married,secondary,no,670.0000,yes,no,cellular,12.0000,may,1272.0000,1.0000,-1.0000,0.0000,unknown,yes
35.0000,blue-collar,married,primary,no,159.0000,yes,yes,cellular,12.0000,may,826.0000,1.0000,-1.0000,0.0000,unknown,yes
51.0000,blue-collar,married,secondary,no,518.0000,yes,no,cellular,12.0000,may,918.0000,1.0000,-1.0000,0.0000,unknown,yes
39.0000,admin.,married,secondary,no,607.0000,yes,no,cellular,12.0000,may,454.0000,2.0000,364.0000,3.0000,failure,yes
36.0000,blue-collar,divorced,primary,no,-308.0000,yes,no,cellular,12.0000,may,725.0000,1.0000,-1.0000,0.0000,unknown,yes
47.0000,services,married,secondary,no,367.0000,yes,no,cellular,12.0000,may,309.0000,1.0000,306.0000,4.0000,success,yes
35.0000,blue-collar,single,secondary,no,855.0000,yes,no,cellular,12.0000,may,549.0000,1.0000,300.0000,1.0000,success,yes
33.0000,blue-collar,married,secondary,no,1240.0000,yes,no,cellular,12.0000,may,844.0000,1.0000,-1.0000,0.0000,unknown,yes
38.0000,services,single,secondary,no,895.0000,yes,no,cellular,12.0000,may,1531.0000,1.0000,-1.0000,0.0000,unknown,yes
42.0000,blue-collar,married,primary,no,-407.0000,yes,yes,cellular,12.0000,may,829.0000,7.0000,-1.0000,0.0000,unknown,yes
47.0000,blue-collar,married,secondary,no,802.0000,yes,yes,cellular,12.0000,may,289.0000,2.0000,-1.0000,0.0000,unknown,yes
31.0000,admin.,single,tertiary,no,355.0000,yes,no,cellular,12.0000,may,609.0000,1.0000,-1.0000,0.0000,unknown,yes
46.0000,technician,married,secondary,no,3.0000,yes,yes,cellular,12.0000,may,614.0000,3.0000,-1.0000,0.0000,unknown,yes
36.0000,services,single,secondary,no,0.0000,yes,no,cellular,12.0000,may,398.0000,6.0000,-1.0000,0.0000,unknown,yes
40.0000,services,married,secondary,no,1836.0000,yes,no,cellular,12.0000,may,750.0000,2.0000,-1.0000,0.0000,unknown,yes
39.0000,management,married,tertiary,no,1425.0000,yes,no,cellular,12.0000,may,775.0000,3.0000,-1.0000,0.0000,unknown,yes
45.0000,self-employed,divorced,tertiary,no,963.0000,yes,no,cellular,12.0000,may,528.0000,5.0000,-1.0000,0.0000,unknown,yes
34.0000,blue-collar,married,secondary,no,634.0000,no,yes,cellular,12.0000,may,737.0000,3.0000,-1.0000,0.0000,unknown,yes
40.0000,blue-collar,married,unknown,no,87.0000,yes,no,cellular,13.0000,may,477.0000,3.0000,-1.0000,0.0000,unknown,yes
50.0000,blue-collar,married,primary,no,-522.0000,yes,no,cellular,13.0000,may,863.0000,3.0000,-1.0000,0.0000,unknown,yes
36.0000,blue-collar,married,primary,no,319.0000,yes,no,cellular,13.0000,may,774.0000,2.0000,301.0000,1.0000,failure,yes
35.0000,admin.,single,secondary,no,0.0000,yes,no,cellular,13.0000,may,1073.0000,1.0000,-1.0000,0.0000,unknown,yes
36.0000,blue-collar,single,secondary,no,478.0000,yes,no,cellular,13.0000,may,610.0000,1.0000,-1.0000,0.0000,unknown,yes
35.0000,blue-collar,single,primary,no,-276.0000,yes,no,cellular,13.0000,may,850.0000,1.0000,-1.0000,0.0000,unknown,yes
47.0000,blue-collar,married,primary,no,4227.0000,yes,no,cellular,13.0000,may,659.0000,1.0000,-1.0000,0.0000,unknown,yes
47.0000,housemaid,single,primary,no,2785.0000,yes,no,cellular,13.0000,may,570.0000,1.0000,-1.0000,0.0000,unknown,yes
38.0000,blue-collar,married,primary,no,1401.0000,no,no,cellular,13.0000,may,516.0000,1.0000,-1.0000,0.0000,unknown,yes
33.0000,management,single,tertiary,no,0.0000,yes,no,cellular,13.0000,may,585.0000,1.0000,-1.0000,0.0000,unknown,yes
38.0000,blue-collar,married,primary,no,1852.0000,yes,no,cellular,13.0000,may,606.0000,1.0000,-1.0000,0.0000,unknown,yes
39.0000,blue-collar,married,secondary,no,462.0000,yes,no,cellular,13.0000,may,590.0000,1.0000,-1.0000,0.0000,unknown,yes
43.0000,housemaid,single,primary,no,800.0000,yes,no,cellular,13.0000,may,902.0000,1.0000,-1.0000,0.0000,unknown,yes
34.0000,blue-collar,married,secondary,no,1089.0000,yes,no,cellular,13.0000,may,394.0000,3.0000,-1.0000,0.0000,unknown,yes
28.0000,admin.,divorced,secondary,no,451.0000,yes,no,cellular,13.0000,may,302.0000,1.0000,301.0000,1.0000,success,yes
34.0000,blue-collar,married,secondary,no,496.0000,yes,no,cellular,13.0000,may,333.0000,1.0000,-1.0000,0.0000,unknown,yes
33.0000,management,married,tertiary,no,1064.0000,yes,no,cellular,13.0000,may,562.0000,1.0000,-1.0000,0.0000,unknown,yes
39.0000,management,married,tertiary,no,297.0000,yes,no,cellular,13.0000,may,734.0000,2.0000,-1.0000,0.0000,unknown,yes
32.0000,management,single,tertiary,no,3.0000,yes,no,cellular,13.0000,may,568.0000,1.0000,-1.0000,0.0000,unknown,yes
32.0000,blue-collar,single,primary,no,398.0000,yes,no,cellular,13.0000,may,716.0000,1.0000,-1.0000,0.0000,unknown,yes
48.0000,admin.,divorced,secondary,no,83.0000,yes,no,cellular,13.0000,may,1101.0000,1.0000,-1.0000,0.0000,unknown,yes
31.0000,admin.,married,secondary,no,879.0000,yes,no,cellular,13.0000,may,394.0000,1.0000,-1.0000,0.0000,unknown,yes
33.0000,services,married,secondary,no,210.0000,yes,no,cellular,13.0000,may,1207.0000,2.0000,-1.0000,0.0000,unknown,yes
48.0000,services,divorced,secondary,no,-276.0000,yes,yes,cellular,13.0000,may,674.0000,1.0000,-1.0000,0.0000,unknown,yes
33.0000,blue-collar,single,primary,no,863.0000,yes,no,telephone,13.0000,may,622.0000,3.0000,-1.0000,0.0000,unknown,yes
30.0000,student,single,tertiary,no,228.0000,yes,no,cellular,13.0000,may,314.0000,2.0000,-1.0000,0.0000,unknown,yes
35.0000,management,single,tertiary,no,1396.0000,yes,no,cellular,13.0000,may,809.0000,1.0000,300.0000,1.0000,failure,yes
38.0000,services,single,secondary,no,2253.0000,yes,no,cellular,13.0000,may,937.0000,3.0000,-1.0000,0.0000,unknown,yes
27.0000,blue-collar,single,primary,no,265.0000,yes,no,cellular,13.0000,may,1119.0000,2.0000,-1.0000,0.0000,unknown,yes
50.0000,technician,divorced,secondary,no,-54.0000,yes,yes,cellular,13.0000,may,698.0000,2.0000,292.0000,1.0000,failure,yes
34.0000,management,single,tertiary,no,3821.0000,yes,no,cellular,13.0000,may,649.0000,2.0000,-1.0000,0.0000,unknown,yes
38.0000,blue-collar,divorced,primary,no,0.0000,yes,no,cellular,13.0000,may,531.0000,2.0000,-1.0000,0.0000,unknown,yes
29.0000,services,divorced,secondary,no,-7.0000,yes,no,cellular,13.0000,may,1279.0000,3.0000,-1.0000,0.0000,unknown,yes
32.0000,technician,single,tertiary,no,0.0000,yes,yes,cellular,13.0000,may,440.0000,2.0000,-1.0000,0.0000,unknown,yes
38.0000,blue-collar,married,primary,no,4406.0000,yes,no,telephone,13.0000,may,689.0000,2.0000,-1.0000,0.0000,unknown,yes
36.0000,admin.,divorced,secondary,no,437.0000,yes,no,cellular,14.0000,may,722.0000,2.0000,344.0000,1.0000,success,yes
49.0000,blue-collar,married,secondary,no,-454.0000,yes,no,cellular,14.0000,may,558.0000,1.0000,-1.0000,0.0000,unknown,yes
26.0000,blue-collar,single,secondary,no,1006.0000,yes,no,cellular,14.0000,may,667.0000,1.0000,-1.0000,0.0000,unknown,yes
44.0000,admin.,divorced,secondary,no,2999.0000,yes,no,cellular,14.0000,may,717.0000,1.0000,-1.0000,0.0000,unknown,yes
32.0000,management,married,tertiary,no,2431.0000,yes,no,cellular,14.0000,may,646.0000,5.0000,-1.0000,0.0000,unknown,yes
35.0000,services,married,secondary,no,341.0000,yes,no,cellular,14.0000,may,345.0000,1.0000,-1.0000,0.0000,unknown,yes
35.0000,blue-collar,single,secondary,no,4963.0000,yes,no,cellular,14.0000,may,456.0000,1.0000,300.0000,1.0000,failure,yes
28.0000,admin.,divorced,secondary,no,-504.0000,yes,yes,cellular,14.0000,may,578.0000,1.0000,-1.0000,0.0000,unknown,yes
48.0000,blue-collar,married,primary,no,214.0000,yes,yes,cellular,14.0000,may,307.0000,1.0000,177.0000,2.0000,failure,yes
32.0000,admin.,married,secondary,no,684.0000,yes,no,cellular,14.0000,may,607.0000,3.0000,-1.0000,0.0000,unknown,yes
34.0000,management,married,tertiary,no,273.0000,yes,no,cellular,14.0000,may,492.0000,1.0000,175.0000,2.0000,failure,yes
32.0000,blue-collar,single,secondary,no,811.0000,yes,no,cellular,14.0000,may,563.0000,1.0000,-1.0000,0.0000,unknown,yes
34.0000,admin.,married,primary,no,0.0000,yes,yes,cellular,14.0000,may,1020.0000,1.0000,-1.0000,0.0000,unknown,yes
29.0000,admin.,divorced,secondary,no,-254.0000,yes,no,cellular,14.0000,may,406.0000,2.0000,-1.0000,0.0000,unknown,yes
54.0000,management,divorced,tertiary,no,-449.0000,yes,no,cellular,14.0000,may,691.0000,1.0000,-1.0000,0.0000,unknown,yes
35.0000,blue-collar,divorced,secondary,no,336.0000,yes,no,cellular,14.0000,may,191.0000,1.0000,346.0000,2.0000,failure,yes
36.0000,blue-collar,married,secondary,no,1049.0000,yes,no,cellular,14.0000,may,224.0000,4.0000,-1.0000,0.0000,unknown,yes
37.0000,services,married,secondary,no,6089.0000,yes,no,cellular,14.0000,may,616.0000,2.0000,-1.0000,0.0000,unknown,yes
37.0000,management,divorced,tertiary,no,-42.0000,yes,no,cellular,14.0000,may,668.0000,2.0000,-1.0000,0.0000,unknown,yes
31.0000,blue-collar,single,secondary,no,953.0000,yes,no,cellular,14.0000,may,479.0000,1.0000,346.0000,2.0000,success,yes
33.0000,admin.,single,secondary,no,315.0000,yes,yes,cellular,14.0000,may,888.0000,3.0000,-1.0000,0.0000,unknown,yes
59.0000,retired,divorced,secondary,no,5845.0000,no,no,cellular,14.0000,may,1060.0000,2.0000,-1.0000,0.0000,unknown,yes
30.0000,blue-collar,married,secondary,no,378.0000,yes,no,cellular,14.0000,may,566.0000,2.0000,-1.0000,0.0000,unknown,yes
35.0000,management,single,tertiary,no,916.0000,yes,no,cellular,14.0000,may,460.0000,2.0000,-1.0000,0.0000,unknown,yes
33.0000,services,married,secondary,no,207.0000,yes,no,cellular,14.0000,may,629.0000,4.0000,-1.0000,0.0000,unknown,yes
59.0000,retired,married,tertiary,no,422.0000,yes,no,cellular,14.0000,may,647.0000,4.0000,-1.0000,0.0000,unknown,yes
36.0000,technician,single,secondary,no,125.0000,yes,no,cellular,15.0000,may,676.0000,3.0000,-1.0000,0.0000,unknown,yes
34.0000,services,single,secondary,no,2.0000,yes,no,cellular,15.0000,may,153.0000,2.0000,-1.0000,0.0000,unknown,yes
60.0000,retired,divorced,secondary,no,496.0000,yes,no,cellular,15.0000,may,655.0000,2.0000,-1.0000,0.0000,unknown,yes
30.0000,services,single,secondary,no,140.0000,yes,no,cellular,15.0000,may,760.0000,1.0000,-1.0000,0.0000,unknown,yes
22.0000,blue-collar,single,secondary,no,-51.0000,yes,no,cellular,15.0000,may,859.0000,1.0000,-1.0000,0.0000,unknown,yes
26.0000,blue-collar,single,secondary,no,26.0000,yes,yes,cellular,15.0000,may,899.0000,1.0000,-1.0000,0.0000,unknown,yes
35.0000,admin.,divorced,secondary,no,534.0000,no,no,cellular,15.0000,may,669.0000,1.0000,312.0000,3.0000,failure,yes
35.0000,housemaid,married,tertiary,no,1265.0000,yes,no,cellular,15.0000,may,326.0000,5.0000,179.0000,4.0000,failure,yes
55.0000,technician,married,tertiary,no,-466.0000,yes,no,cellular,15.0000,may,901.0000,1.0000,-1.0000,0.0000,unknown,yes
32.0000,services,married,secondary,no,38.0000,yes,no,cellular,15.0000,may,744.0000,1.0000,-1.0000,0.0000,unknown,yes
28.0000,management,single,secondary,no,703.0000,yes,no,cellular,15.0000,may,485.0000,1.0000,88.0000,1.0000,other,yes
31.0000,admin.,married,secondary,no,685.0000,yes,no,cellular,15.0000,may,552.0000,1.0000,329.0000,3.0000,failure,yes
23.0000,blue-collar,single,secondary,no,780.0000,yes,no,cellular,15.0000,may,416.0000,1.0000,-1.0000,0.0000,unknown,yes
26.0000,technician,single,tertiary,no,-67.0000,yes,no,cellular,15.0000,may,637.0000,1.0000,-1.0000,0.0000,unknown,yes
34.0000,blue-collar,married,secondary,no,29.0000,yes,no,cellular,15.0000,may,285.0000,5.0000,-1.0000,0.0000,unknown,yes
60.0000,management,single,tertiary,no,560.0000,no,no,cellular,15.0000,may,730.0000,5.0000,-1.0000,0.0000,unknown,yes
28.0000,student,single,tertiary,no,22.0000,yes,no,cellular,15.0000,may,536.0000,2.0000,-1.0000,0.0000,unknown,yes
34.0000,technician,single,secondary,no,194.0000,yes,yes,cellular,15.0000,may,1015.0000,1.0000,-1.0000,0.0000,unknown,yes
27.0000,services,single,secondary,no,353.0000,yes,no,cellular,15.0000,may,663.0000,1.0000,-1.0000,0.0000,unknown,yes
39.0000,entrepreneur,married,tertiary,yes,-172.0000,yes,no,cellular,15.0000,may,562.0000,2.0000,-1.0000,0.0000,unknown,yes
60.0000,retired,divorced,secondary,no,-639.0000,yes,no,cellular,15.0000,may,585.0000,1.0000,-1.0000,0.0000,unknown,yes
26.0000,student,single,secondary,no,864.0000,yes,no,cellular,15.0000,may,659.0000,1.0000,-1.0000,0.0000,unknown,yes
32.0000,management,married,secondary,no,134.0000,yes,yes,cellular,15.0000,may,532.0000,3.0000,-1.0000,0.0000,unknown,yes
40.0000,admin.,single,secondary,no,50.0000,no,no,cellular,15.0000,may,837.0000,1.0000,-1.0000,0.0000,unknown,yes
37.0000,entrepreneur,single,secondary,no,-22.0000,yes,no,cellular,15.0000,may,317.0000,1.0000,-1.0000,0.0000,unknown,yes
39.0000,admin.,divorced,secondary,no,878.0000,yes,no,cellular,15.0000,may,611.0000,5.0000,-1.0000,0.0000,unknown,yes
40.0000,admin.,married,secondary,no,2574.0000,yes,no,cellular,15.0000,may,432.0000,1.0000,176.0000,1.0000,failure,yes
31.0000,management,single,tertiary,no,2734.0000,yes,no,cellular,15.0000,may,858.0000,3.0000,-1.0000,0.0000,unknown,yes
42.0000,admin.,divorced,secondary,no,241.0000,yes,no,cellular,15.0000,may,1012.0000,3.0000,-1.0000,0.0000,unknown,yes
51.0000,blue-collar,married,primary,no,129.0000,yes,no,cellular,15.0000,may,611.0000,2.0000,-1.0000,0.0000,unknown,yes
32.0000,management,married,tertiary,no,3387.0000,yes,no,cellular,15.0000,may,1111.0000,5.0000,-1.0000,0.0000,unknown,yes
36.0000,blue-collar,married,secondary,no,249.0000,yes,no,cellular,15.0000,may,709.0000,5.0000,-1.0000,0.0000,unknown,yes
36.0000,services,single,secondary,no,0.0000,yes,no,cellular,15.0000,may,1002.0000,4.0000,-1.0000,0.0000,unknown,yes
40.0000,blue-collar,married,primary,no,1841.0000,yes,no,cellular,15.0000,may,880.0000,4.0000,-1.0000,0.0000,unknown,yes
37.0000,blue-collar,married,primary,no,2120.0000,yes,no,cellular,15.0000,may,655.0000,3.0000,175.0000,4.0000,failure,yes
56.0000,blue-collar,married,primary,no,827.0000,yes,no,telephone,15.0000,may,462.0000,4.0000,-1.0000,0.0000,unknown,yes
34.0000,technician,married,tertiary,no,3743.0000,yes,no,cellular,18.0000,may,722.0000,4.0000,-1.0000,0.0000,unknown,yes
39.0000,services,married,secondary,no,117.0000,yes,no,cellular,18.0000,may,1032.0000,2.0000,-1.0000,0.0000,unknown,yes
33.0000,management,single,tertiary,no,62.0000,yes,no,cellular,18.0000,may,473.0000,3.0000,-1.0000,0.0000,unknown,yes
22.0000,services,single,secondary,no,344.0000,yes,no,cellular,18.0000,may,347.0000,1.0000,-1.0000,0.0000,unknown,yes
33.0000,admin.,single,secondary,no,1277.0000,yes,no,cellular,18.0000,may,827.0000,1.0000,-1.0000,0.0000,unknown,yes
29.0000,blue-collar,married,secondary,no,104.0000,yes,no,cellular,18.0000,may,903.0000,4.0000,-1.0000,0.0000,unknown,yes
29.0000,technician,single,secondary,no,706.0000,yes,no,cellular,18.0000,may,1340.0000,1.0000,-1.0000,0.0000,unknown,yes
24.0000,blue-collar,single,secondary,no,174.0000,yes,yes,cellular,18.0000,may,487.0000,1.0000,-1.0000,0.0000,unknown,yes
27.0000,blue-collar,single,secondary,no,513.0000,yes,yes,cellular,18.0000,may,351.0000,1.0000,-1.0000,0.0000,unknown,yes
32.0000,management,single,tertiary,no,7290.0000,yes,no,cellular,18.0000,may,357.0000,1.0000,-1.0000,0.0000,unknown,yes
30.0000,blue-collar,single,secondary,no,5909.0000,yes,no,cellular,18.0000,may,420.0000,2.0000,-1.0000,0.0000,unknown,yes
27.0000,services,single,secondary,no,-195.0000,yes,no,cellular,18.0000,may,391.0000,1.0000,-1.0000,0.0000,unknown,yes
55.0000,blue-collar,married,secondary,no,3917.0000,yes,no,cellular,18.0000,may,565.0000,1.0000,-1.0000,0.0000,unknown,yes
28.0000,admin.,single,secondary,no,352.0000,yes,yes,cellular,18.0000,may,431.0000,1.0000,-1.0000,0.0000,unknown,yes
29.0000,technician,single,tertiary,no,615.0000,yes,no,cellular,18.0000,may,373.0000,1.0000,-1.0000,0.0000,unknown,yes
25.0000,blue-collar,single,secondary,no,217.0000,yes,no,cellular,18.0000,may,504.0000,1.0000,-1.0000,0.0000,unknown,yes
27.0000,blue-collar,married,unknown,no,409.0000,yes,no,cellular,18.0000,may,525.0000,1.0000,-1.0000,0.0000,unknown,yes
25.0000,services,single,secondary,no,1119.0000,yes,no,cellular,18.0000,may,1063.0000,1.0000,-1.0000,0.0000,unknown,yes
33.0000,admin.,single,tertiary,no,235.0000,yes,no,cellular,18.0000,may,525.0000,1.0000,-1.0000,0.0000,unknown,yes
38.0000,entrepreneur,married,tertiary,no,170.0000,yes,no,cellular,18.0000,may,442.0000,1.0000,-1.0000,0.0000,unknown,yes
30.0000,blue-collar,single,secondary,no,2145.0000,yes,no,cellular,18.0000,may,727.0000,2.0000,-1.0000,0.0000,unknown,yes
26.0000,blue-collar,single,primary,no,-887.0000,yes,no,cellular,18.0000,may,827.0000,2.0000,-1.0000,0.0000,unknown,yes
25.0000,blue-collar,single,primary,no,292.0000,yes,yes,cellular,18.0000,may,1027.0000,2.0000,-1.0000,0.0000,unknown,yes
32.0000,technician,single,tertiary,no,2684.0000,yes,no,cellular,18.0000,may,542.0000,2.0000,-1.0000,0.0000,unknown,yes
29.0000,management,married,tertiary,no,1387.0000,yes,no,cellular,18.0000,may,256.0000,2.0000,-1.0000,0.0000,unknown,yes
28.0000,self-employed,married,secondary,no,-522.0000,yes,yes,cellular,18.0000,may,638.0000,2.0000,-1.0000,0.0000,unknown,yes
28.0000,admin.,single,secondary,no,0.0000,yes,yes,cellular,18.0000,may,390.0000,5.0000,-1.0000,0.0000,unknown,yes
20.0000,blue-collar,single,secondary,no,76.0000,yes,no,cellular,18.0000,may,639.0000,2.0000,-1.0000,0.0000,unknown,yes
45.0000,admin.,divorced,secondary,no,397.0000,yes,yes,cellular,22.0000,may,582.0000,1.0000,95.0000,2.0000,success,yes
37.0000,management,married,tertiary,no,3723.0000,no,no,cellular,22.0000,may,354.0000,1.0000,-1.0000,0.0000,unknown,yes
32.0000,technician,single,tertiary,no,1625.0000,no,no,cellular,22.0000,may,796.0000,1.0000,109.0000,1.0000,failure,yes
59.0000,admin.,married,secondary,no,106.0000,no,no,cellular,22.0000,may,186.0000,1.0000,-1.0000,0.0000,unknown,yes
59.0000,management,married,tertiary,no,2239.0000,no,no,cellular,22.0000,may,431.0000,1.0000,-1.0000,0.0000,unknown,yes
27.0000,technician,divorced,secondary,no,1977.0000,yes,no,cellular,22.0000,may,449.0000,1.0000,-1.0000,0.0000,unknown,yes
39.0000,management,single,tertiary,no,0.0000,yes,no,cellular,22.0000,may,271.0000,1.0000,93.0000,3.0000,success,yes
43.0000,services,married,secondary,no,2145.0000,no,no,cellular,22.0000,may,271.0000,1.0000,183.0000,3.0000,failure,yes
39.0000,technician,married,secondary,no,116.0000,no,no,cellular,22.0000,may,554.0000,2.0000,-1.0000,0.0000,unknown,yes
26.0000,student,single,secondary,no,620.0000,no,no,cellular,22.0000,may,223.0000,1.0000,94.0000,1.0000,success,yes
39.0000,management,single,tertiary,no,307.0000,no,no,cellular,22.0000,may,182.0000,2.0000,-1.0000,0.0000,unknown,yes
32.0000,services,single,secondary,no,3993.0000,no,no,cellular,22.0000,may,148.0000,2.0000,-1.0000,0.0000,unknown,yes
29.0000,management,single,tertiary,no,428.0000,no,no,cellular,22.0000,may,293.0000,2.0000,-1.0000,0.0000,unknown,yes
42.0000,management,married,primary,no,5310.0000,yes,no,cellular,22.0000,may,545.0000,2.0000,186.0000,1.0000,success,yes
53.0000,blue-collar,married,unknown,no,2509.0000,no,no,telephone,22.0000,may,231.0000,2.0000,-1.0000,0.0000,unknown,yes
36.0000,management,married,tertiary,no,255.0000,no,no,cellular,22.0000,may,970.0000,2.0000,92.0000,2.0000,other,yes
27.0000,management,single,tertiary,no,616.0000,yes,no,cellular,22.0000,may,685.0000,1.0000,101.0000,1.0000,other,yes
43.0000,admin.,single,secondary,no,733.0000,yes,no,cellular,25.0000,may,282.0000,1.0000,187.0000,3.0000,success,yes
29.0000,technician,single,secondary,no,590.0000,no,no,cellular,25.0000,may,124.0000,1.0000,-1.0000,0.0000,unknown,yes
26.0000,blue-collar,single,tertiary,no,567.0000,no,no,cellular,25.0000,may,421.0000,1.0000,-1.0000,0.0000,unknown,yes
26.0000,student,single,unknown,no,689.0000,no,no,cellular,25.0000,may,678.0000,2.0000,-1.0000,0.0000,unknown,yes
28.0000,technician,single,tertiary,no,386.0000,no,no,cellular,25.0000,may,867.0000,1.0000,-1.0000,0.0000,unknown,yes
28.0000,technician,single,tertiary,no,0.0000,yes,no,cellular,25.0000,may,269.0000,1.0000,40.0000,2.0000,failure,yes
28.0000,management,single,tertiary,no,957.0000,no,no,cellular,25.0000,may,915.0000,2.0000,-1.0000,0.0000,unknown,yes
40.0000,technician,married,secondary,no,312.0000,no,no,cellular,25.0000,may,612.0000,7.0000,-1.0000,0.0000,unknown,yes
24.0000,blue-collar,single,secondary,no,167.0000,no,yes,cellular,25.0000,may,288.0000,1.0000,96.0000,2.0000,success,yes
34.0000,management,single,tertiary,no,5086.0000,no,no,cellular,25.0000,may,213.0000,4.0000,-1.0000,0.0000,unknown,yes
28.0000,admin.,single,secondary,no,707.0000,yes,no,cellular,25.0000,may,226.0000,1.0000,-1.0000,0.0000,unknown,yes
37.0000,services,married,secondary,no,466.0000,yes,yes,cellular,25.0000,may,377.0000,1.0000,-1.0000,0.0000,unknown,yes
32.0000,services,single,secondary,no,152.0000,yes,no,cellular,25.0000,may,158.0000,2.0000,-1.0000,0.0000,unknown,yes
36.0000,technician,married,tertiary,no,911.0000,yes,yes,cellular,25.0000,may,117.0000,2.0000,21.0000,3.0000,failure,yes
35.0000,technician,single,secondary,no,27.0000,yes,no,cellular,25.0000,may,214.0000,1.0000,305.0000,1.0000,other,yes
29.0000,technician,single,secondary,no,6.0000,no,no,cellular,25.0000,may,315.0000,1.0000,-1.0000,0.0000,unknown,yes
27.0000,student,single,secondary,no,253.0000,no,no,cellular,25.0000,may,242.0000,2.0000,-1.0000,0.0000,unknown,yes
